id,DOI,year,journal,discipline,citations,relative citation score
43842955,10.3727/096504009X12596189659367,2009,ONCOLOGY RESEARCH,Clinical Medicine,20,0.504
43814486,10.1002/emmm.200900027,2009,EMBO MOLECULAR MEDICINE,Biomedical Research,60,1.004
43807716,10.1016/j.vaccine.2009.09.106,2009,VACCINE,Clinical Medicine,14,0.395
43790877,10.1073/pnas.0901932106,2009,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,Biomedical Research,13,0.217
32878085,10.1158/1078-0432.CCR-09-0433,2009,CLINICAL CANCER RESEARCH,Clinical Medicine,18,0.454
32876648,10.1158/1535-7163.MCT-09-0646,2009,MOLECULAR CANCER THERAPEUTICS,Clinical Medicine,49,1.236
44133699,10.1172/JCI41443,2010,JOURNAL OF CLINICAL INVESTIGATION,Clinical Medicine,32,1.265
44137733,10.1038/nm.2100,2010,NATURE MEDICINE,Biomedical Research,232,6.79
44141850,10.1074/jbc.C109.064766,2010,JOURNAL OF BIOLOGICAL CHEMISTRY,Biomedical Research,19,0.556
44141851,10.1074/jbc.M109.064691,2010,JOURNAL OF BIOLOGICAL CHEMISTRY,Biomedical Research,19,0.556
32860148,10.1158/1055-9965.EPI-08-1167,2009,CANCER EPIDEMIOLOGY BIOMARKERS & PREVENTION,Clinical Medicine,12,0.303
32848849,10.1158/0008-5472.CAN-08-2472,2009,CANCER RESEARCH,Clinical Medicine,26,0.656
32847601,10.1016/j.urology.2009.02.049,2009,UROLOGY,Clinical Medicine,17,0.927
44028841,10.1093/bioinformatics/btp702,2010,BIOINFORMATICS,Biology,23,0.572
32841458,10.1161/ATVBAHA.109.191957,2009,ARTERIOSCLEROSIS THROMBOSIS AND VASCULAR BIOLOGY,Clinical Medicine,29,1.014
32829012,10.1158/1535-7163.MCT-09-0102,2009,MOLECULAR CANCER THERAPEUTICS,Clinical Medicine,55,1.387
32828814,10.1158/0008-5472.CAN-08-4687,2009,CANCER RESEARCH,Clinical Medicine,30,0.757
44145841,10.1038/nature08782,2010,NATURE,Biomedical Research,267,5.115
32759337,10.1016/j.juro.2009.07.022,2009,JOURNAL OF UROLOGY,Clinical Medicine,17,0.927
32743049,10.1074/jbc.M109.007971,2009,JOURNAL OF BIOLOGICAL CHEMISTRY,Biomedical Research,32,0.799
32742703,10.1016/j.juro.2009.07.028,2009,JOURNAL OF UROLOGY,Clinical Medicine,34,1.855
44033802,10.1016/j.semcdb.2009.10.010,2010,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY,Biomedical Research,177,4.526
44033955,10.1016/j.urology.2009.06.089,2010,UROLOGY,Clinical Medicine,14,0.766
44034666,10.1038/pcan.2009.29,2010,PROSTATE CANCER AND PROSTATIC DISEASES,Clinical Medicine,48,2.628
44034679,10.1038/pcan.2009.48,2010,PROSTATE CANCER AND PROSTATIC DISEASES,Clinical Medicine,5,0.274
44035692,10.1039/b921413e,2010,DALTON TRANSACTIONS,Chemistry,28,1.544
44036057,10.1073/pnas.0913873107,2010,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,Biomedical Research,157,3.007
44148052,10.1002/pros.21067,2010,PROSTATE,Clinical Medicine,30,1.642
44151479,10.1074/jbc.M109.092759,2010,JOURNAL OF BIOLOGICAL CHEMISTRY,Biomedical Research,32,0.936
32247603,10.1038/sj.bjc.6605089,2009,BRITISH JOURNAL OF CANCER,Clinical Medicine,12,0.303
32247401,10.1002/cncr.24597,2009,CANCER,Clinical Medicine,72,1.816
32246685,10.1210/en.2008-1395,2009,ENDOCRINOLOGY,Clinical Medicine,47,1.374
32246326,10.1200/JCO.2008.17.3468,2009,JOURNAL OF CLINICAL ONCOLOGY,Clinical Medicine,36,0.908
32237159,10.1016/j.ccr.2009.05.009,2009,CANCER CELL,Clinical Medicine,78,1.968
44151871,10.1074/jbc.M109.033597,2010,JOURNAL OF BIOLOGICAL CHEMISTRY,Biomedical Research,30,0.878
44037117,10.1128/MCB.01891-08,2010,MOLECULAR AND CELLULAR BIOLOGY,Biomedical Research,83,2.429
44040918,10.1016/j.compmedimag.2009.07.004,2010,COMPUTERIZED MEDICAL IMAGING AND GRAPHICS,Clinical Medicine,24,1.294
44042994,10.1159/000240244,2010,CELLS TISSUES ORGANS,Biomedical Research,3,0.264
44054432,10.1038/cdd.2009.148,2010,CELL DEATH AND DIFFERENTIATION,Biomedical Research,38,1.112
44060021,10.1016/j.eswa.2009.11.032,2010,EXPERT SYSTEMS WITH APPLICATIONS,Professional Fields,22,1.083
44062326,10.1007/s10555-010-9213-8,2010,CANCER AND METASTASIS REVIEWS,Clinical Medicine,30,0.861
44067363,10.1182/blood-2009-08-237412,2010,BLOOD,Clinical Medicine,165,5.465
32189039,10.1073/pnas.0905707106,2009,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,Biomedical Research,14,0.234
44158491,10.1016/j.pep.2009.12.002,2010,PROTEIN EXPRESSION AND PURIFICATION,Biomedical Research,5,0.146
32182810,10.1007/s00280-009-1000-2,2009,CANCER CHEMOTHERAPY AND PHARMACOLOGY,Clinical Medicine,25,0.631
32182237,10.1158/0008-5472.CAN-08-3440,2009,CANCER RESEARCH,Clinical Medicine,90,2.27
32178217,10.1002/mrm.22065,2009,MAGNETIC RESONANCE IN MEDICINE,Clinical Medicine,10,0.494
32175608,10.1016/j.juro.2009.07.018,2009,JOURNAL OF UROLOGY,Clinical Medicine,19,1.036
44070307,10.3945/ajcn.2009.28474,2010,AMERICAN JOURNAL OF CLINICAL NUTRITION,Biomedical Research,31,1.196
44071961,10.1016/j.biocel.2009.11.001,2010,INTERNATIONAL JOURNAL OF BIOCHEMISTRY & CELL BIOLOGY,Biomedical Research,11,0.322
32167934,10.1002/anie.200903556,2009,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION IN ENGLISH,Chemistry,52,1.33
44084224,10.1186/1476-4598-9-9,2010,MOLECULAR CANCER,Clinical Medicine,69,1.979
44160000,10.1074/mcp.M800448-MCP200,2010,MOLECULAR & CELLULAR PROTEOMICS,Biomedical Research,162,4.741
44160028,10.1074/mcp.M900326-MCP200,2010,MOLECULAR & CELLULAR PROTEOMICS,Biomedical Research,28,0.819
44165342,10.1074/jbc.M109.085779,2010,JOURNAL OF BIOLOGICAL CHEMISTRY,Biomedical Research,42,1.229
44092339,10.1038/nrc2795,2010,NATURE REVIEWS CANCER,Clinical Medicine,114,3.27
44094238,10.1021/bi9020742,2010,BIOCHEMISTRY,Biomedical Research,17,0.498
44098309,10.1002/pros.21060,2010,PROSTATE,Clinical Medicine,13,0.712
44166879,10.1002/jcb.22451,2010,JOURNAL OF CELLULAR BIOCHEMISTRY,Biomedical Research,146,4.273
32044753,10.1074/jbc.M109.007708,2009,JOURNAL OF BIOLOGICAL CHEMISTRY,Biomedical Research,19,0.475
32032125,10.1016/j.ijrobp.2009.03.057,2009,INTERNATIONAL JOURNAL OF RADIATION ONCOLOGY BIOLOGY PHYSICS,Clinical Medicine,44,1.11
44098310,10.1002/pros.21061,2010,PROSTATE,Clinical Medicine,42,2.299
44098311,10.1002/pros.21062,2010,PROSTATE,Clinical Medicine,19,1.04
32024373,10.1002/pros.20952,2009,PROSTATE,Clinical Medicine,8,0.436
32021930,10.1128/JVI.00268-09,2009,JOURNAL OF VIROLOGY,Biomedical Research,55,2.054
44098314,10.1002/pros.21065,2010,PROSTATE,Clinical Medicine,55,3.011
32012641,10.1088/0031-9155/54/11/006,2009,PHYSICS IN MEDICINE AND BIOLOGY,Clinical Medicine,8,0.395
44107421,10.1146/annurev-pathol-121808-102113,2010,ANNUAL REVIEW OF PATHOLOGY-MECHANISMS OF DISEASE,Clinical Medicine,108,5.147
44110321,10.1002/stem.284,2010,STEM CELLS,Biomedical Research,31,0.793
44113117,10.1021/ja909551b,2010,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,Chemistry,351,9.226
44121044,10.1016/j.canlet.2009.06.026,2010,CANCER LETTERS,Clinical Medicine,38,1.09
44121946,10.1118/1.3285041,2010,MEDICAL PHYSICS,Clinical Medicine,1,0.054
44123180,10.1016/j.biomaterials.2009.11.081,2010,BIOMATERIALS,Biomedical Research,64,2.068
31926307,10.1016/j.juro.2009.02.135,2009,JOURNAL OF UROLOGY,Clinical Medicine,17,0.927
31916563,10.1126/science.1168988,2009,SCIENCE,Biomedical Research,349,5.837
31915633,10.1158/0008-5472.CAN-08-2308,2009,CANCER RESEARCH,Clinical Medicine,36,0.908
31915571,10.1073/pnas.0902031106,2009,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,Biomedical Research,32,0.535
31906262,10.1118/1.3121425,2009,MEDICAL PHYSICS,Clinical Medicine,28,1.382
31894822,10.1158/1078-0432.CCR-08-2985,2009,CLINICAL CANCER RESEARCH,Clinical Medicine,96,2.422
31884459,10.1016/j.bbcan.2008.12.001,2009,BIOCHIMICA ET BIOPHYSICA ACTA-REVIEWS ON CANCER,Biomedical Research,11,0.275
31884072,10.1016/j.neuron.2009.03.001,2009,NEURON,Clinical Medicine,45,1.335
31881233,10.1021/es8022978,2009,ENVIRONMENTAL SCIENCE & TECHNOLOGY,Earth and Space,28,1.022
31875195,10.1002/jcb.22087,2009,JOURNAL OF CELLULAR BIOCHEMISTRY,Biomedical Research,18,0.45
31875137,10.1016/j.urology.2008.02.060,2009,UROLOGY,Clinical Medicine,7,0.382
31866410,10.1158/1078-0432.CCR-08-2039,2009,CLINICAL CANCER RESEARCH,Clinical Medicine,10,0.252
31859247,10.1038/ncb1849,2009,NATURE CELL BIOLOGY,Biomedical Research,155,3.871
31803686,10.1016/j.canlet.2008.12.007,2009,CANCER LETTERS,Clinical Medicine,50,1.261
31796055,10.1080/09553000902883794,2009,INTERNATIONAL JOURNAL OF RADIATION BIOLOGY,Clinical Medicine,4,0.197
44178437,10.1038/nature08815,2010,NATURE,Biomedical Research,245,4.693
44183054,10.1038/cgt.2009.71,2010,CANCER GENE THERAPY,Biomedical Research,7,0.134
44193045,10.1128/JVI.01553-09,2010,JOURNAL OF VIROLOGY,Biomedical Research,39,1.576
44194481,10.1124/jpet.109.160192,2010,JOURNAL OF PHARMACOLOGY AND EXPERIMENTAL THERAPEUTICS,Clinical Medicine,36,1.508
31728544,10.1074/jbc.M901758200,2009,JOURNAL OF BIOLOGICAL CHEMISTRY,Biomedical Research,98,2.448
31718931,10.1158/0008-5472.CAN-08-4289,2009,CANCER RESEARCH,Clinical Medicine,81,2.043
31716320,10.1158/1535-7163.MCT-08-1170,2009,MOLECULAR CANCER THERAPEUTICS,Clinical Medicine,68,1.715
31707493,10.1002/pros.20928,2009,PROSTATE,Clinical Medicine,63,3.437
31706620,10.1111/j.1464-410X.2008.08155.x,2009,BJU INTERNATIONAL,Clinical Medicine,10,0.546
31689922,10.1200/JCO.2008.19.8002,2009,JOURNAL OF CLINICAL ONCOLOGY,Clinical Medicine,30,0.757
31668121,10.1158/1078-0432.CCR-08-1402,2009,CLINICAL CANCER RESEARCH,Clinical Medicine,73,1.841
31667375,10.1158/1055-9965.EPI-08-0784,2009,CANCER EPIDEMIOLOGY BIOMARKERS & PREVENTION,Clinical Medicine,16,0.404
31665884,10.1038/ejhg.2008.170,2009,EUROPEAN JOURNAL OF HUMAN GENETICS,Biomedical Research,16,0.397
31661463,10.1158/1541-7786.MCR-08-0137,2009,MOLECULAR CANCER RESEARCH,Clinical Medicine,29,0.732
31661277,10.1158/0008-5472.CAN-08-4103,2009,CANCER RESEARCH,Clinical Medicine,36,0.908
44250329,10.1007/s00262-010-0820-6,2010,CANCER IMMUNOLOGY IMMUNOTHERAPY,Clinical Medicine,23,0.66
44195899,10.1016/j.ccr.2010.01.021,2010,CANCER CELL,Clinical Medicine,268,7.687
44196643,10.1371/journal.pone.0009646,2010,PLOS ONE,Biomedical Research,65,1.245
44198453,10.1200/JCO.2009.24.1281,2010,JOURNAL OF CLINICAL ONCOLOGY,Clinical Medicine,251,7.2
44198454,10.1200/JCO.2009.24.6819,2010,JOURNAL OF CLINICAL ONCOLOGY,Clinical Medicine,262,7.515
44198455,10.1200/JCO.2009.25.9259,2010,JOURNAL OF CLINICAL ONCOLOGY,Clinical Medicine,278,7.974
44203887,10.1210/en.2009-0991,2010,ENDOCRINOLOGY,Clinical Medicine,21,0.684
44203984,10.1186/1472-6947-10-12,2010,BMC MEDICAL INFORMATICS AND DECISION MAKING,Engineering and Technology,24,1.979
44214230,10.1002/eji.200939897,2010,EUROPEAN JOURNAL OF IMMUNOLOGY,Clinical Medicine,36,1.139
31552826,10.1038/onc.2008.399,2009,ONCOGENE,Biomedical Research,27,0.67
31549941,10.1002/humu.20822,2009,HUMAN MUTATION,Biomedical Research,267,6.629
31549455,10.1118/1.3063001,2009,MEDICAL PHYSICS,Clinical Medicine,65,3.208
31544062,10.1016/j.vaccine.2009.01.011,2009,VACCINE,Clinical Medicine,2,0.056
31540609,10.1186/1471-2121-9-69,2008,BMC CELL BIOLOGY,Biomedical Research,26,0.553
31524011,10.1210/me.2008-0147,2009,MOLECULAR ENDOCRINOLOGY,Clinical Medicine,42,1.228
31522105,10.1158/0008-5472.CAN-08-2307,2009,CANCER RESEARCH,Clinical Medicine,85,2.144
31522104,10.1158/0008-5472.CAN-08-0587,2009,CANCER RESEARCH,Clinical Medicine,62,1.564
31504824,10.1158/1078-0432.CCR-08-1305,2009,CLINICAL CANCER RESEARCH,Clinical Medicine,32,0.807
31394971,10.1182/blood-2008-03-144436,2009,BLOOD,Clinical Medicine,27,0.794
31391839,10.1111/j.1582-4934.2008.00279.x,2008,JOURNAL OF CELLULAR AND MOLECULAR MEDICINE,Biomedical Research,33,0.458
31380925,10.1021/tx800300t,2009,CHEMICAL RESEARCH IN TOXICOLOGY,Clinical Medicine,16,0.619
31362955,10.1007/s12031-008-9119-x,2009,JOURNAL OF MOLECULAR NEUROSCIENCE,Clinical Medicine,5,0.148
31360710,10.1158/1078-0432.CCR-08-0165,2008,CLINICAL CANCER RESEARCH,Clinical Medicine,168,4.089
31350323,10.1097/MOU.0b013e32831cc1ba,2009,CURRENT OPINION IN UROLOGY,Clinical Medicine,18,0.982
31348273,10.1016/j.nano.2007.11.005,2008,NANOMEDICINE-NANOTECHNOLOGY BIOLOGY AND MEDICINE,Biomedical Research,37,1.211
31334696,10.1002/ijc.23946,2009,INTERNATIONAL JOURNAL OF CANCER,Clinical Medicine,25,0.631
44218154,10.1016/j.juro.2009.12.003,2010,JOURNAL OF UROLOGY,Clinical Medicine,11,0.602
31324812,10.1016/j.ccr.2008.12.006,2009,CANCER CELL,Clinical Medicine,240,6.054
44219752,10.1021/bi902218p,2010,BIOCHEMISTRY,Biomedical Research,24,0.702
44219920,10.1128/MCB.00900-09,2010,MOLECULAR AND CELLULAR BIOLOGY,Biomedical Research,36,1.054
44220430,10.1002/cncr.24879,2010,CANCER,Clinical Medicine,90,2.582
44220438,10.1002/cncr.24960,2010,CANCER,Clinical Medicine,29,0.832
44234890,10.1016/j.nano.2009.07.008,2010,NANOMEDICINE-NANOTECHNOLOGY BIOLOGY AND MEDICINE,Biomedical Research,40,1.389
31256683,10.1177/1557988307313918,2008,AMERICAN JOURNAL OF MENS HEALTH,Health,4,0.199
31254972,10.1158/1535-7163.MCT-08-0558,2008,MOLECULAR CANCER THERAPEUTICS,Clinical Medicine,11,0.268
31254481,10.1177/1557988307309323,2008,AMERICAN JOURNAL OF MENS HEALTH,Health,8,0.398
44241340,10.1097/CAD.0b013e3283355211,2010,ANTI-CANCER DRUGS,Clinical Medicine,18,0.516
31247046,10.1215/15228517-2008-053,2008,NEURO-ONCOLOGY,Clinical Medicine,39,1.088
31245510,10.1038/cgt.2008.59,2009,CANCER GENE THERAPY,Biomedical Research,23,0.385
44243104,10.1038/ng.545,2010,NATURE GENETICS,Biomedical Research,290,7.971
44303754,10.1002/dneu.20765,2010,DEVELOPMENTAL NEUROBIOLOGY,Clinical Medicine,295,9.61
44893076,10.1074/jbc.M110.132597,2010,JOURNAL OF BIOLOGICAL CHEMISTRY,Biomedical Research,26,0.761
32350020,10.1111/j.1464-410X.2009.08680.x,2009,BJU INTERNATIONAL,Clinical Medicine,11,0.6
44493654,10.1210/me.2009-0421,2010,MOLECULAR ENDOCRINOLOGY,Clinical Medicine,24,0.782
44532722,10.1007/s11060-009-0049-4,2010,JOURNAL OF NEURO-ONCOLOGY,Clinical Medicine,18,0.516
44536710,10.1111/j.1750-3639.2009.00341.x,2010,BRAIN PATHOLOGY,Clinical Medicine,60,1.955
44547474,10.1158/0008-5472.CAN-09-2863,2010,CANCER RESEARCH,Clinical Medicine,39,1.119
44547571,10.1158/0008-5472.CAN-09-2178,2010,CANCER RESEARCH,Clinical Medicine,40,1.147
44547572,10.1158/0008-5472.CAN-09-2377,2010,CANCER RESEARCH,Clinical Medicine,33,0.947
44547674,10.1158/0008-5472.CAN-09-2968,2010,CANCER RESEARCH,Clinical Medicine,31,0.889
44547691,10.1158/0008-5472.CAN-09-2505,2010,CANCER RESEARCH,Clinical Medicine,113,3.241
44547768,10.1158/0008-5472.CAN-09-4100,2010,CANCER RESEARCH,Clinical Medicine,15,0.43
44547786,10.1158/0008-5472.CAN-09-3703,2010,CANCER RESEARCH,Clinical Medicine,55,1.578
44547864,10.1158/0008-5472.CAN-09-3468,2010,CANCER RESEARCH,Clinical Medicine,40,1.147
44547886,10.1158/0008-5472.CAN-09-4712,2010,CANCER RESEARCH,Clinical Medicine,11,0.316
44547927,10.1158/0008-5472.CAN-09-3016,2010,CANCER RESEARCH,Clinical Medicine,60,1.721
44547941,10.1158/0008-5472.CAN-10-0040,2010,CANCER RESEARCH,Clinical Medicine,84,2.409
44548020,10.1158/1541-7786.MCR-09-0445,2010,MOLECULAR CANCER RESEARCH,Clinical Medicine,16,0.459
44548083,10.1158/1535-7163.MCT-09-1013,2010,MOLECULAR CANCER THERAPEUTICS,Clinical Medicine,40,1.147
44548594,10.1002/pros.21128,2010,PROSTATE,Clinical Medicine,9,0.493
44548598,10.1002/pros.21132,2010,PROSTATE,Clinical Medicine,43,2.354
44548600,10.1002/pros.21134,2010,PROSTATE,Clinical Medicine,13,0.712
44564225,10.1158/1078-0432.CCR-10-0124,2010,CLINICAL CANCER RESEARCH,Clinical Medicine,41,1.176
44566332,10.1007/s10552-010-9525-6,2010,CANCER CAUSES & CONTROL,Clinical Medicine,12,0.344
44664794,10.1158/0008-5472.CAN-09-4610,2010,CANCER RESEARCH,Clinical Medicine,41,1.176
44665055,10.1158/1078-0432.CCR-09-1955,2010,CLINICAL CANCER RESEARCH,Clinical Medicine,40,1.147
44675186,10.1016/j.bbcan.2010.04.003,2010,BIOCHIMICA ET BIOPHYSICA ACTA-REVIEWS ON CANCER,Biomedical Research,59,1.727
44696530,10.1158/1535-7163.MCT-09-0924,2010,MOLECULAR CANCER THERAPEUTICS,Clinical Medicine,19,0.545
44710625,10.1002/cncr.25308,2010,CANCER,Clinical Medicine,77,2.209
44729861,10.1093/jnci/djq172,2010,JOURNAL OF THE NATIONAL CANCER INSTITUTE,Clinical Medicine,34,0.975
44731915,10.1158/0008-5472.CAN-09-4440,2010,CANCER RESEARCH,Clinical Medicine,29,0.832
44742524,10.1016/j.ccr.2010.05.026,2010,CANCER CELL,Clinical Medicine,1693,48.562
44747860,10.2353/ajpath.2010.080747,2010,AMERICAN JOURNAL OF PATHOLOGY,Clinical Medicine,36,1.716
44758394,10.1210/en.2010-0138,2010,ENDOCRINOLOGY,Clinical Medicine,44,1.433
44814695,10.3109/07357900903095755,2010,CANCER INVESTIGATION,Clinical Medicine,19,0.545
44938535,10.1093/carcin/bgq132,2010,CARCINOGENESIS,Clinical Medicine,28,0.803
44939679,10.1158/1940-6207.CAPR-10-0071,2010,CANCER PREVENTION RESEARCH,Clinical Medicine,17,0.488
44940137,10.1002/pros.21171,2010,PROSTATE,Clinical Medicine,3,0.164
44829018,10.3892/ijo_00000702,2010,INTERNATIONAL JOURNAL OF ONCOLOGY,Clinical Medicine,35,1.004
44856925,10.1038/pcan.2010.23,2010,PROSTATE CANCER AND PROSTATIC DISEASES,Clinical Medicine,146,7.993
44856926,10.1038/pcan.2010.20,2010,PROSTATE CANCER AND PROSTATIC DISEASES,Clinical Medicine,8,0.438
44873747,10.1016/j.febslet.2010.06.029,2010,FEBS LETTERS,Biomedical Research,13,0.38
44884596,10.1007/s00467-009-1416-2,2010,PEDIATRIC NEPHROLOGY,Clinical Medicine,21,0.767
44885024,10.1118/1.3459020,2010,MEDICAL PHYSICS,Clinical Medicine,7,0.377
44885367,10.1124/jpet.110.168294,2010,JOURNAL OF PHARMACOLOGY AND EXPERIMENTAL THERAPEUTICS,Clinical Medicine,30,1.257
44891283,10.1371/journal.pone.0012362,2010,PLOS ONE,Biomedical Research,37,0.709
44578741,10.1016/j.tig.2010.03.004,2010,TRENDS IN GENETICS,Biomedical Research,16,0.44
44925452,10.1186/1471-2105-11-369,2010,BMC BIOINFORMATICS,Biomedical Research,61,2.585
44760265,10.1002/cmdc.201000146,2010,CHEMMEDCHEM,Clinical Medicine,22,0.922
44941146,10.1111/j.1743-6109.2010.01884.x,2010,JOURNAL OF SEXUAL MEDICINE,Clinical Medicine,25,1.369
44966398,10.1038/nbt0910-904,2010,NATURE BIOTECHNOLOGY,Biomedical Research,46,0.881
44966634,10.1093/nar/gkq269,2010,NUCLEIC ACIDS RESEARCH,Biomedical Research,9,0.263
44970003,10.1016/j.urology.2009.12.073,2010,UROLOGY,Clinical Medicine,52,2.847
44970415,10.1074/jbc.M110.137240,2010,JOURNAL OF BIOLOGICAL CHEMISTRY,Biomedical Research,17,0.498
44979440,10.1101/gad.1965810,2010,GENES & DEVELOPMENT,Biomedical Research,436,11.984
44989678,10.1118/1.3480505,2010,MEDICAL PHYSICS,Clinical Medicine,23,1.24
44990585,10.1038/cgt.2010.25,2010,CANCER GENE THERAPY,Biomedical Research,15,0.287
45000972,10.1074/jbc.M110.122226,2010,JOURNAL OF BIOLOGICAL CHEMISTRY,Biomedical Research,59,1.727
45011922,10.1097/MLR.0b013e3181eb31a8,2010,MEDICAL CARE,Health,8,0.464
45014989,10.1371/journal.pone.0012920,2010,PLOS ONE,Biomedical Research,30,0.575
45023177,10.1016/j.ijrobp.2009.11.056,2010,INTERNATIONAL JOURNAL OF RADIATION ONCOLOGY BIOLOGY PHYSICS,Clinical Medicine,13,0.373
45023640,10.1016/j.jim.2010.07.003,2010,JOURNAL OF IMMUNOLOGICAL METHODS,Clinical Medicine,9,0.285
45024324,10.1182/blood-2009-12-259432,2010,BLOOD,Clinical Medicine,21,0.695
45033823,10.1021/jp104075f,2010,JOURNAL OF PHYSICAL CHEMISTRY B,Chemistry,24,1.021
45039061,10.1016/j.jcis.2010.05.022,2010,JOURNAL OF COLLOID AND INTERFACE SCIENCE,Chemistry,238,10.128
45039455,10.1021/ac101866p,2010,ANALYTICAL CHEMISTRY,Chemistry,20,0.955
44297377,10.1016/j.bbcan.2010.01.005,2010,BIOCHIMICA ET BIOPHYSICA ACTA-REVIEWS ON CANCER,Biomedical Research,147,4.302
44320637,10.1093/nar/gkp1180,2010,NUCLEIC ACIDS RESEARCH,Biomedical Research,59,1.727
44321146,10.1016/j.juro.2009.12.098,2010,JOURNAL OF UROLOGY,Clinical Medicine,16,0.876
44328423,10.1074/jbc.M109.058669,2010,JOURNAL OF BIOLOGICAL CHEMISTRY,Biomedical Research,35,1.024
44336479,10.1371/journal.pone.0010255,2010,PLOS ONE,Biomedical Research,15,0.287
44340961,10.1073/pnas.1003055107,2010,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,Biomedical Research,12,0.23
44349047,10.1016/j.tibs.2009.10.003,2010,TRENDS IN BIOCHEMICAL SCIENCES,Biomedical Research,73,2.136
44355845,10.1093/jnci/djq044,2010,JOURNAL OF THE NATIONAL CANCER INSTITUTE,Clinical Medicine,123,3.528
44360497,10.1517/13543781003639427,2010,EXPERT OPINION ON INVESTIGATIONAL DRUGS,Clinical Medicine,7,0.293
44364734,10.2217/FON.10.18,2010,FUTURE ONCOLOGY,Clinical Medicine,35,1.004
44367518,10.1016/j.humimm.2010.02.007,2010,HUMAN IMMUNOLOGY,Clinical Medicine,38,1.202
44368412,10.1002/stem.318,2010,STEM CELLS,Biomedical Research,151,3.861
44370892,10.1002/cncr.24973,2010,CANCER,Clinical Medicine,28,0.803
44374155,10.1007/s00726-009-0338-4,2010,AMINO ACIDS,Biomedical Research,41,1.2
44378648,10.1038/ng.556,2010,NATURE GENETICS,Biomedical Research,290,7.971
44378657,10.1091/mbc.E09-06-0486,2010,MOLECULAR BIOLOGY OF THE CELL,Biomedical Research,5,0.128
44383078,10.1016/S0140-6736(10)60172-9,2010,LANCET,Clinical Medicine,593,23.438
44383927,10.1021/ac902067p,2010,ANALYTICAL CHEMISTRY,Chemistry,73,3.487
44383928,10.1021/ac902068e,2010,ANALYTICAL CHEMISTRY,Chemistry,75,3.582
44395306,10.1007/s10620-009-0839-8,2010,DIGESTIVE DISEASES AND SCIENCES,Clinical Medicine,42,1.396
44395904,10.1158/1940-6207.CAPR-09-0216,2010,CANCER PREVENTION RESEARCH,Clinical Medicine,43,1.233
44397499,10.1074/jbc.M110.115345,2010,JOURNAL OF BIOLOGICAL CHEMISTRY,Biomedical Research,47,1.375
44399286,10.1073/pnas.1003572107,2010,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,Biomedical Research,62,1.188
44401923,10.1007/s00280-010-1289-x,2010,CANCER CHEMOTHERAPY AND PHARMACOLOGY,Clinical Medicine,67,1.922
44410815,10.1074/jbc.M109.085696,2010,JOURNAL OF BIOLOGICAL CHEMISTRY,Biomedical Research,44,1.288
44418854,10.1371/journal.pone.0010430,2010,PLOS ONE,Biomedical Research,16,0.306
44420160,10.1002/pros.21093,2010,PROSTATE,Clinical Medicine,16,0.876
44420162,10.1002/pros.21096,2010,PROSTATE,Clinical Medicine,1,0.055
44420167,10.1002/pros.21112,2010,PROSTATE,Clinical Medicine,39,2.135
44424119,10.1111/j.1464-410X.2009.09016.x,2010,BJU INTERNATIONAL,Clinical Medicine,9,0.493
44427880,10.1016/j.canlet.2009.10.008,2010,CANCER LETTERS,Clinical Medicine,13,0.373
44435272,10.1038/mt.2009.315,2010,MOLECULAR THERAPY,Biomedical Research,85,2.336
44439046,10.1038/pcan.2010.3,2010,PROSTATE CANCER AND PROSTATIC DISEASES,Clinical Medicine,11,0.602
44439370,10.1016/j.juro.2010.01.064,2010,JOURNAL OF UROLOGY,Clinical Medicine,22,1.204
44439422,10.1002/path.2687,2010,JOURNAL OF PATHOLOGY,Clinical Medicine,21,1.001
