,doi
869,10.1002/jcb.20054
870,10.1002/jcb.20020
871,10.1002/jcb.10792
872,10.1074/jbc.m307857200
873,10.1074/jbc.m307627200
874,10.1158/0008-5472.can-05-2588
876,10.1002/pros.20227
878,10.1083/jcb.200212172
880,10.1158/1078-0432.ccr-08-2039
881,10.1002/jgm.944
884,10.1517/13543784.15.8.947
885,10.1002/jcb.20533
886,10.1002/dvdy.20819
887,10.1002/pros.20200
890,10.1177/153303460400300510
891,10.1177/153303460500400410
892,10.1016/s0304-3835(01)00852-7
893,10.1002/pros.10249
894,10.3892/ijo.22.2.415
895,10.1016/s0006-2952(03)00406-4
896,10.1158/0008-5472.can-08-4516
897,10.4049/jimmunol.178.3.1268
898,10.1172/jci44325
899,10.1039/b308204k
900,10.1021/ol0357898
901,10.1021/ol036031r
902,10.1021/ol036393z
903,10.1021/ol049857h
904,10.1021/jo049723h
905,10.1021/jo025624x
906,10.1021/ja029716f
907,10.1021/ja027658s
908,10.1021/jo026834c
909,10.1021/ol036180+
910,10.1006/geno.2001.6681
911,10.1097/01.mp.0000024288.63070.4f
912,10.1006/mthe.2002.0648
913,10.1016/s0360-3016(02)04488-7
914,10.1128/mcb.21.14.4614-4625.2001
915,10.1074/jbc.m212229200
916,10.1016/s0002-9440(10)64422-7
917,10.1002/pros.10375
918,10.1128/mcb.23.19.7019-7029.2003
919,10.1002/pros.20045
920,10.1002/pros.20072
921,10.1097/01.ju.0000168723.42824.40
922,10.1002/pros.20218
923,10.1158/0008-5472.can-04-3267
925,10.1002/pros.10110
926,10.1097/01.ju.0000060117.61770.35
927,10.1038/sj.onc.1206122
928,10.1038/sj.onc.1206735
929,10.1073/pnas.0509808103
930,10.1038/labinvest.3700181
931,10.1158/1078-0432.ccr-04-0266
932,10.1016/j.yexcr.2004.02.030
933,10.1038/sj.bjc.6601583
935,10.1158/0008-5472.can-04-3250
936,10.1002/mc.10129
937,10.1016/s0962-8924(01)02179-1
938,10.1023/a:1024088922957
939,10.1080/028418602753669481
940,10.1002/cncr.21440
941,10.1002/path.2194
942,10.1126/science.1074721
943,10.1126/stke.2002.147.pl13
944,10.1016/s1525-0016(02)00030-8
945,10.1128/jvi.78.8.3897-3905.2004
946,10.1016/s0162-0134(03)00291-5
947,10.1002/pros.10128
948,10.1016/s0162-0134(03)00249-6
949,10.1196/annals.1299.056
950,10.1016/j.jinorgbio.2004.02.005
951,10.1038/sj.pcan.4500712
952,10.1074/jbc.m405061200
953,10.1158/0008-5472.can-03-3645
954,10.1016/j.sapharm.2007.03.001
956,10.1074/jbc.m313776200
957,10.1002/pros.20083
958,10.3816/cgc.2002.n.020
959,10.1126/stke.2162004re2
960,10.1074/jbc.m414423200
961,10.1016/s1388-1981(02)00180-4
962,10.1016/s0022-5347(05)65345-1
963,10.1002/ijc.10734
964,10.1210/en.2005-1635
965,10.1242/jcs.00308
967,10.1021/ci0256586
969,10.1074/jbc.m203165200
971,10.1158/0008-5472.can-06-0004
972,10.1074/jbc.m601110200
973,10.1136/gut.2004.049486
974,10.1038/35074604
976,10.1038/35000008
978,10.1074/jbc.m204901200
980,10.1074/jbc.m411383200
981,10.1083/jcb.200304018
983,10.1046/j.1523-1755.2001.00771.x
985,10.1172/jci20032
986,10.1073/pnas.2436101100
987,10.1158/0008-5472.can-04-0643
988,10.1158/0008-5472.can-04-2649
989,10.1002/pros.20146
990,10.1002/pros.20125
991,10.1016/j.bbrc.2004.11.162
992,10.1007/s11912-005-0066-1
994,10.1002/pros.20298
995,10.1109/tbme.2004.840497
996,10.1016/s0022-5347(05)00065-0
997,10.1162/15353500200504181
999,10.1016/j.mric.2005.04.012
1000,10.1148/radiol.2283020911
1001,10.1002/mrm.10432
1002,10.1002/mrm.20138
1003,10.1093/emboj/20.6.1331
1004,10.1128/mcb.21.24.8385-8397.2001
1007,10.2144/01313bm03
1009,10.1073/pnas.96.12.6829
1010,10.1016/s0378-1119(01)00353-5
1012,10.1007/s003350010040
1013,10.1006/abio.2001.5010
1015,10.1007/s00335-004-2464-3
1016,10.1073/pnas.161173098
1018,10.1038/sj.onc.1209066
1021,10.2174/1570180043399000
1023,10.1021/jm060597e
1024,10.1021/jm050678v
1025,10.1021/jm0495226
1026,10.1021/jm0303305
1027,10.1073/pnas.0437824100
1029,10.1016/j.ymgme.2004.07.014
1030,10.1677/jme.0.0330099
1031,10.1016/j.yexcr.2003.09.015
1033,10.1016/s1535-6108(03)00088-6
1034,10.1128/mcb.23.8.2859-2870.2003
1035,10.1097/01.ju.0000177070.13987.ce
1036,10.1074/jbc.m304307200
1037,10.1210/endo.143.1.8576
1039,10.1158/0008-5472.can-03-3499
1041,10.1097/01.mp.0000038460.95912.6e
1042,10.1172/jci0215795
1043,10.1097/00019606-200212000-00001
1044,10.1002/pros.10244
1045,10.1074/jbc.m005196200
1047,10.1158/0008-5472.can-03-2219
1048,10.1038/sj.onc.1205151
1049,10.1038/sj.onc.1206656
1050,10.1016/j.virol.2006.03.040
1051,10.1128/jvi.79.3.1463-1469.2005
1052,10.1089/104303403322495061
1053,10.1091/mbc.e03-07-0501
1055,10.1158/1055-9965.epi-04-0398
1056,10.1016/j.mce.2008.12.010
1057,10.2353/ajpath.2009.080417
1058,10.1002/gcc.20250
1059,10.1002/pros.10151
1060,10.1038/sj.cgt.7700642
1061,10.1002/pros.10068
1062,10.2174/1389201043376706
1063,10.1385/1-59259-811-0:125
1064,10.1007/978-3-642-18930-2_18
1065,10.1101/gad.993902
1066,10.1128/mcb.22.20.7004-7014.2002
1067,10.1016/s0092-8674(02)01009-7
1068,10.1016/j.ijrobp.2004.07.709
1069,10.1016/j.ijrobp.2003.10.017
1070,10.1038/sj.bjc.6601288
1073,10.1007/978-3-642-55580-0_16
1074,10.1016/s0960-0760(02)00053-5
1075,10.1007/978-3-642-55580-0_20
1076,10.1016/j.jsbmb.2004.03.091
1077,10.1093/carcin/bgh082
1078,10.1093/carcin/bgh086
1079,10.1002/jcb.10342
1080,10.1016/j.tem.2003.09.004
1081,10.1023/a:1015579209850
1084,10.1007/s00018-002-8468-9
1086,10.1016/s0002-9440(10)63133-1
1088,10.1055/s-2004-822976
1091,10.1002/pros.20216
1092,10.1016/j.urolonc.2003.12.016
1093,10.1158/0008-5472.can-06-3689
1095,10.1002/ijc.20206
1096,10.1158/1078-0432.ccr-06-1938
1097,10.1016/s0898-6568(03)00059-7
1098,10.1158/0008-5472.can-05-1830
1099,10.1385/jmn:22:1-2:75
1100,10.1016/s0167-0115(02)00197-0
1101,10.4161/cbt.2.2.237
1103,10.1080/12265071.2001.9647614
1104,10.1023/a:1026143519395
1105,10.1006/excr.2001.5234
1106,10.1074/jbc.m100730200
1107,10.1016/s0002-9440(10)63899-0
1108,10.1074/jbc.m207127200
1109,10.1038/sj.onc.1205758
1110,10.1023/a:1022546620495
1111,10.1016/j.pep.2005.10.031
1112,10.1200/jco.2003.10.044
1113,10.1016/s0360-3016(03)01621-3
1115,10.1038/sj.pcan.4500628
1116,10.1016/j.radonc.2004.02.002
1117,10.1023/b:canc.0000031764.81141.e4
1118,10.1016/j.clon.2004.06.028
1119,10.1016/s0094-0143(03)00051-x
1121,10.1128/mcb.24.19.8504-8518.2004
1122,10.1158/0008-5472.can-04-1601
1123,10.1007/1-4020-3302-8_13
1124,10.1016/j.ijrobp.2005.05.001
1125,10.1016/j.radonc.2005.06.002
1126,10.1002/pros.20278
1127,10.1002/cncr.21257
1128,10.1016/j.radonc.2005.06.025
1129,10.1016/j.semradonc.2005.08.007
1130,10.1016/j.radonc.2003.08.007
1131,10.1667/0033-7587(2003)159[0621:cotodw]2.0.co;2
1132,10.1016/s0360-3016(02)02822-5
1133,10.1016/s1476-5586(03)80024-6
1134,10.1002/gepi.2001.21.s1.s429
1136,10.1385/mo:18:3:179
1137,10.1124/mol.63.1.211
1138,10.1124/jpet.105.094334
1139,10.2741/2290
1140,10.1074/jbc.m207637200
1142,10.1158/1535-7163.mct-05-0361
1144,10.1093/nar/gkg316
1145,10.1074/jbc.m300474200
1146,10.1073/pnas.241655998
1149,10.1002/ijc.20452
1150,10.1016/j.jconrel.2003.11.021
1151,10.1021/bc025569z
1152,10.1158/0008-5472.can-03-3759
1154,10.1016/s0006-291x(03)01201-4
1156,10.1016/j.bbrc.2005.10.189
1159,10.1016/j.bbrc.2004.01.100
1162,10.1007/978-1-4615-0193-0_64
1164,10.1200/jco.2006.06.2893
1165,10.1097/00005650-200308000-00006
1166,10.1200/jco.2003.02.115
1167,10.1177/0898264304268148
1168,10.1191/1740774504cn029oa
1169,10.1093/geront/46.4.545
1170,10.1093/geront/43.1.27
1171,10.1593/neo.06328
1173,10.1016/j.urology.2004.05.036
1174,10.1038/sj.onc.1207443
1175,10.1128/mcb.25.3.1113-1123.2005
1177,10.1038/sj.cr.7310027
1178,10.1074/jbc.c300119200
1179,10.1038/ni1104
1180,10.1016/j.canlet.2003.12.021
1181,10.1038/nature02370
1182,10.2217/14796694.3.3.329
1183,10.1158/0008-5472.can-07-0561
1184,10.1097/01.ju.0000109982.60619.93
1186,10.1677/erc.0.0090087
1187,10.1128/mcb.23.23.8651-8667.2003
1188,10.1016/s0092-8674(04)00162-x
1189,10.1021/jm030524k
1190,10.1016/j.virol.2004.03.027
1191,10.1038/sj.onc.1207920
1192,10.1128/mcb.25.6.2200-2215.2005
1193,10.1074/jbc.m304582200
1194,10.1038/sj.pcan.4500836
1195,10.1667/rr3590.1
1196,10.1080/09553000500491537
1197,10.1080/0955300031000140775
1198,10.1007/s00066-005-1396-5
1199,10.1016/j.ijrobp.2003.12.029
1200,10.1016/j.radonc.2004.01.015
1201,10.1016/s1470-2045(03)01318-4
1202,10.1016/j.ijrobp.2003.09.053
1203,10.1667/rr3130
1204,10.1667/rr0776.1
1206,10.1667/rr3013
1207,10.1080/713865036
1208,10.1016/s0360-3016(02)02781-5
1209,10.1074/jbc.m304976200
1210,10.1128/mcb.22.21.7372-7384.2002
1211,10.1038/sj.onc.1206783
1212,10.1096/fj.05-4764com
1213,10.1096/fj.02-0066hyp
1214,10.1152/ajpcell.00335.2003
1215,10.1158/0008-5472.can-03-2789
1217,10.21236/ada434139
1219,10.1016/j.virol.2004.08.039
1220,10.1128/jvi.77.8.4646-4657.2003
1221,10.1128/jvi.01508-08
1222,10.1016/j.nucmedbio.2003.08.004
1223,10.1089/cbr.2005.20.436
1224,10.1016/j.nucmedbio.2005.05.006
1225,10.1111/j.1476-5810.2004.00041.x
1226,10.1021/bc0502356
1227,10.1038/nm1202-794
1228,10.1182/blood-2005-03-0969
1229,10.1172/jci200421107
1230,10.1074/jbc.m310109200
1232,10.2174/156802606776287045
1233,10.1074/jbc.m205071200
1234,10.1042/bj20031067
1235,10.1016/j.cdp.2005.06.010
1236,10.1042/bj20050545
1237,10.1095/biolreprod.104.036772
1239,10.1158/0008-5472.can-03-1932
1240,10.1021/pr0501822
1241,10.1210/en.2002-0157
1242,10.1074/jbc.m203532200
1243,10.1038/sj.cr.7310089
1244,10.1074/jbc.m208961200
1245,10.1074/jbc.m210975200
1246,10.1016/j.cdp.2005.01.004
1247,10.1016/j.yexcr.2004.08.037
1248,10.1016/j.yexcr.2004.04.022
1249,10.1038/sj.cgt.7700914
1251,10.1038/sj.cgt.7700778
1252,10.1038/sj.cgt.7700647
1253,10.1016/s0304-3835(02)00690-0
1254,10.1002/3527600906.mcb.200400106
1256,10.1038/sj.onc.1207900
1257,10.1074/jbc.m206270200
1258,10.1002/jcb.10164
1259,10.1038/sj.onc.1206795
1260,10.1016/j.bbrc.2006.05.020
1261,10.1158/0008-5472.can-05-2086
1262,10.1073/pnas.262499599
1264,10.1093/carcin/24.2.179
1266,10.1002/pros.20310
1268,10.1016/j.bbrc.2005.05.074
1269,10.1093/carcin/bgh100
1271,10.1046/j.1442-2042.2003.00633.x
1273,10.1007/s00439-002-0731-5
1275,10.1002/cncr.22249
1277,10.1016/j.urolonc.2005.01.002
1278,10.4314/wajm.v26i1.28294
1281,10.1002/pros.20377
1283,10.1002/cm.10157
1284,10.1021/bi026878f
1285,10.1021/jm049319a
1286,10.4161/cbt.3.6.846
1287,10.1038/sj.cdd.4400999
1289,10.1016/s0960-894x(02)00433-x
1292,10.1016/s0959-8049(02)80754-7
1293,10.1002/pros.10199
1295,10.1093/jnci/95.13.990
1296,10.1097/01.ju.0000041501.01323.b9
1297,10.1097/01.ju.0000063980.99368.35
1298,10.1016/j.bmcl.2006.10.077
1299,10.1042/ba20060081
1300,10.1016/j.bbrc.2005.07.025
1301,10.1016/j.tetlet.2004.09.145
1302,10.1182/blood-2004-07-2967
1303,10.1158/0008-5472.can-03-4063
1304,10.1158/0008-5472.can-03-2396
1305,10.1093/jnci/94.23.1745
1306,10.1021/ar030113y
1308,10.1016/s0968-0896(03)00031-2
1309,10.1016/s0960-894x(02)00467-5
1310,10.1021/jo034326c
1311,10.1002/anie.200300574
1312,10.1158/0008-5472.can-04-3271
1313,10.1097/01.ju.0000169526.75984.89
1315,10.1111/j.1464-410x.2006.06128.x
1317,10.1016/j.urolonc.2004.11.006
1319,10.1016/s1098-3015(10)62166-3
1320,10.1128/mcb.24.6.2226-2236.2004
1321,10.1097/00130404-200411000-00005
1322,10.1097/00130404-200509000-00002
1323,10.1038/sj.onc.1206891
1324,10.1158/0008-5472.can-04-0200
1325,10.1118/1.1809851
1326,10.1016/j.ab.2004.02.035
1327,10.1021/bc060035+
1328,10.1038/labinvest.3700404
1329,10.1158/0008-5472.can-04-1885
1330,10.1016/j.bmcl.2004.08.010
1331,10.2174/1568011043352894
1332,10.1089/105072504322783803
1333,10.1210/jc.2004-0907
1334,10.1038/sj.cgt.7700661
1335,10.1038/sj.gt.3302147
1336,10.1089/105072503321319431
1337,10.1002/pros.10046
1338,10.1210/jc.2003-031963
1339,10.1210/me.2007-0158
1341,10.1016/s0303-7207(01)00671-2
1343,10.1038/sj.onc.1207708
1344,10.1002/jcb.20460
1345,10.1210/me.2005-0346
1346,10.1074/jbc.m306340200
1347,10.1373/clinchem.2004.038950
1348,10.1093/clinchem/48.10.1835
1349,10.1111/1541-0420.00017
1350,10.1093/biostatistics/4.3.449
1351,10.1097/01.ju.0000069431.95404.56
1352,10.1155/s111072430320927x
1353,10.1186/1471-2105-5-26
1354,10.1111/j.0006-341x.2004.00156.x
1355,10.1158/0008-5472.can-03-2675
1356,10.1016/j.ccr.2004.08.018
1357,10.1023/a:1020915914376
1358,10.1002/mc.20183
1359,10.1007/978-1-4615-0193-0_41
1360,10.1016/j.bmcl.2004.04.041
1361,10.1016/j.bmc.2005.08.015
1362,10.1002/pros.20484
1364,10.1146/annurev.genom.4.070802.110356
1365,10.1086/375613
1366,10.1007/s00439-002-0896-y
1367,10.1007/s00439-002-0818-z
1368,10.1002/gepi.0126
1370,10.1002/pros.20374
1371,10.1136/jmg.2005.035790
1372,10.1210/endo.143.5.8778
1373,10.1002/pros.20006
1374,10.1210/en.2006-0560
1375,10.1210/me.2003-0344
1376,10.1023/a:1015567805460
1377,10.1073/pnas.0503577102
1378,10.1073/pnas.0609299104
1380,10.1038/sj.cgt.7701030
1381,10.1109/cibcb.2005.1594943
1382,10.1145/1068009.1068078
1383,10.1093/bioinformatics/bti670
1384,10.1002/pmic.200500443
1385,10.1186/1479-5876-8-98
1386,10.1158/0008-5472.can-06-3399
1387,10.1093/carcin/bgl157
1389,10.1016/j.toxlet.2006.07.304
1390,10.1107/s1600536806033319
1391,10.1021/tx060160+
1392,10.1093/toxsci/kfl041
1393,10.1021/bi0524666
1394,10.1021/es0602086
1395,10.1021/es052410z
1397,10.1016/j.toxlet.2005.12.003
1398,10.1016/j.toxlet.2005.12.001
1399,10.1016/j.cbi.2005.12.004
1401,10.1021/es8022978
1402,10.1021/tx700214p
1403,10.1016/j.etap.2007.10.006
1404,10.1016/j.etap.2007.10.017
1405,10.1016/j.etap.2007.10.029
1406,10.1016/j.etap.2007.10.025
1407,10.1016/j.etap.2007.10.022
1408,10.1016/j.etap.2007.10.027
1409,10.1124/dmd.108.026021
1410,10.1021/tx8003032
1411,10.1021/tx800328u
1412,10.1107/s1600536808038865
1413,10.1021/jo801397g
1414,10.1016/j.fct.2008.08.023
1415,10.1016/j.freeradbiomed.2008.07.007
1416,10.1016/j.taap.2008.06.013
1417,10.1007/s00244-007-9111-4
1418,10.1107/s160053680800055x
1419,10.1021/tx800300t
1420,10.1107/s0108768107067079
1421,10.1124/dmd.107.019596
1422,10.3181/0708-rm-211
1423,10.1016/j.fct.2007.09.072
1424,10.1897/07-359r.1
1425,10.1155/2007/15481
1426,10.1093/toxsci/kfm204
1427,10.1016/j.tox.2007.06.102
1428,10.1016/j.cbi.2007.02.011
1430,10.1107/s0108768106054255
1432,10.1002/chir.20342
1434,10.1016/s0041-008x(02)00069-8
1435,10.1289/ehp.7280
1436,10.1093/jn/135.2.283
1437,10.1016/j.envres.2004.05.013
1438,10.1080/02772240500079011
1439,10.1093/toxsci/kfi289
1440,10.1021/es047987f
1441,10.1289/ehp.7837
1442,10.1016/j.reprotox.2004.12.003
1443,10.1107/s1600536806028923
1444,10.1007/978-3-642-18932-6_8
1445,10.1016/s0014-4827(03)00211-8
1446,10.1002/gcc.10157
1447,10.1210/en.2003-1716
1448,10.1002/pros.20099
1450,10.1158/0008-5472.can-04-1837
1451,10.1158/0008-5472.can-06-1591
1452,10.1379/1466-1268(2002)007<0230:patdtr>2.0.co;2
1453,10.1128/mcb.26.4.1452-1462.2006
1454,10.1021/bc020033z
1455,10.1021/bc049868v
1456,10.1016/s0959-8049(02)81077-2
1457,10.1002/pros.20209
1458,10.1111/j.1469-8986.2007.00492.x
1459,10.1016/s0140-6736(06)67940-3
1460,10.1158/0008-5472.can-06-1701
1461,10.1111/j.1439-0272.2005.00698.x
1462,10.1196/annals.1329.068
1463,10.1042/bse0400059
1465,10.1210/me.2003-0313
1467,10.1073/pnas.0401123101
1468,10.1158/0008-5472.can-05-2389
1469,10.1080/14328917.2004.11784841
1470,10.1080/0265673031000150867
1472,10.1210/me.2008-0147
1473,10.1128/mcb.23.1.104-118.2003
1474,10.1038/sj.emboj.7600570
1475,10.1074/jbc.m901758200
1476,10.1038/nm882
1477,10.1016/j.febslet.2004.04.093
1478,10.1158/1078-0432.ccr-04-0738
1479,10.1158/1078-0432.ccr-05-0525
1480,10.1385/1-59259-860-9:335
1481,10.1073/pnas.0832308100
1482,10.1074/jbc.m511485200
1483,10.1074/jbc.m602928200
1484,10.1007/s10456-005-2893-y
1485,10.1016/s1534-5807(03)00122-9
1486,10.1152/ajprenal.00185.2002
1487,10.1038/ncb917
1488,10.1242/jcs.00116
1489,10.1177/1087057108321976
1490,10.1016/j.tem.2005.06.002
1493,10.1158/0008-5472.can-04-3411
1496,10.1172/jci200519935
1498,10.1042/bj20031661
1500,10.1002/jcb.10724
1503,10.1097/01.lab.0000043910.41414.e7
1504,10.1021/np0304114
1505,10.1073/pnas.0501203102
1506,10.1002/pros.20297
1507,10.1002/pros.21046
1508,10.1016/s1535-6108(03)00215-0
1510,10.1016/s1535-6108(03)00197-1
1511,10.1023/a:1015547830323
1513,10.1083/jcb.200407123
1514,10.1042/bst0331362
1515,10.1016/b978-012124546-7/50524-6
1516,10.1038/nrm1103
1517,10.1042/bst0311216
1518,10.1016/s0163-7827(03)00015-8
1519,10.1023/b:glyc.0000016741.88476.8b
1521,10.1016/j.semcdb.2004.05.008
1522,10.1016/s0014-5793(02)03480-4
1523,10.1074/jbc.r200007200
1524,10.1016/s0962-8924(02)02277-8
1525,10.1016/s1388-1981(02)00341-4
1526,10.1086/346094
1527,10.1002/pros.20126
1528,10.1002/pros.20069
1529,10.1016/j.drup.2004.03.002
1530,10.4161/cbt.8.13.8691
1531,10.1109/23.958388
1532,10.1074/jbc.m413027200
1533,10.1007/s10552-007-0119-x
1534,10.1038/sj.pcan.4500924
1535,10.1089/jir.2008.0073
1536,10.1089/jir.2007.0039
1537,10.1385/1-59259-939-7:151
1538,10.1021/jm049208b
1539,10.1016/j.bmcl.2005.06.032
1540,10.1074/jbc.m010064200
1542,10.1016/s0002-9440(10)64245-9
1544,10.1002/ijc.11475
1545,10.1074/jbc.m110069200
1547,10.1093/glycob/cwj036
1548,10.1002/ijc.21749
1549,10.1158/0008-5472.can-04-2805
1550,10.1002/ijc.11252
1551,10.1002/ijc.20368
1552,10.1007/s00280-003-0612-1
1554,10.1158/0008-5472.can-05-1022
1555,10.1074/jbc.m203821200
1556,10.1118/1.2163831
1557,10.1016/j.acra.2005.03.063
1558,10.1109/tmi.2003.809078
1559,10.1007/978-3-540-39903-2_45
1560,10.1007/978-3-540-39701-4_34
1561,10.1109/tns.2003.823027
1562,10.3109/10929080209146034
1563,10.1016/s0895-6111(02)00093-9
1564,10.1158/1078-0432.ccr-1146-03
1566,10.1097/01.ju.0000091873.09677.f4
1567,10.1074/jbc.m307649200
1569,10.1158/1078-0432.ccr-04-1158
1570,10.1016/j.molcel.2004.09.036
1571,10.1128/mcb.25.4.1238-1257.2005
1572,10.1074/jbc.m403117200
1573,10.1074/jbc.m511738200
1574,10.1002/pros.10226
1575,10.1002/pros.10202
1576,10.1002/pros.20031
1577,10.1038/sj.cdd.4401228
1578,10.1080/01485010490250498
1579,10.1002/jcb.20040
1581,10.4161/cbt.3.8.1028
1582,10.1016/s0960-0760(02)00275-3
1583,10.1002/pros.10203
1585,10.1091/mbc.e02-11-0731
1588,10.1152/ajpcell.00506.2004
1591,10.1158/1535-7163.mct-04-0171
1594,10.1038/nm1183
1595,10.1038/sj.cgt.7700872
1597,10.1038/sj.cgt.7700709
1598,10.1593/neo.05250
1599,10.1002/pros.20258
1600,10.1002/pros.20215
1601,10.1016/j.exger.2003.08.005
1602,10.1074/jbc.m405015200
1603,10.1002/pros.20172
1604,10.1002/pros.20737
1605,10.1158/1078-0432.ccr-04-2062
1606,10.1016/j.bbamcr.2007.04.013
1607,10.1369/jhc.6a7005.2006
1608,10.1152/ajprenal.00047.2006
1609,10.1002/pros.20325
1610,10.1172/jci0213229
1612,10.1002/pros.10346
1613,10.1016/j.bbrc.2006.06.049
1614,10.1093/jn/137.10.2258
1616,10.1093/jn/137.7.1769
1618,10.1002/jcb.20600
1619,10.1074/jbc.m208896200
1620,10.1002/ijc.20635
1621,10.1002/ijc.21527
1622,10.1016/j.jmb.2004.07.085
1623,10.3816/cbc.2005.s.004
1625,10.1016/s1388-1981(02)00185-3
1626,10.1016/j.semcdb.2004.05.006
1627,10.1124/mol.63.5.1032
1628,10.1016/j.bbamcr.2011.07.015
1629,10.1016/j.canlet.2009.10.008
1630,10.1128/jvi.77.24.12931-12940.2003
1631,10.1002/jmri.10193
1632,10.1002/mrm.10737
1633,10.1002/jmri.20061
1634,10.1002/mrm.20115
1635,10.1002/nbm.954
1636,10.1007/s10334-005-0022-y
1637,10.1016/s1076-6332(03)80414-2
1638,10.1002/nbm.952
1639,10.1002/mrm.10485
1640,10.1118/1.1496096
1641,10.1016/j.addr.2005.09.014
1642,10.1021/bc0499127
1644,10.1016/s0065-230x(03)87200-7
1645,10.1517/eoid.12.6.971.21786
1646,10.2164/jandrol.05002
1648,10.1016/j.juro.2011.05.041
1649,10.1002/pros.20397
1650,10.1038/sj.onc.1207308
1651,10.1074/jbc.m409108200
1654,10.1074/jbc.m413336200
1656,10.1074/jbc.m203940200
1657,10.1038/sj.onc.1207344
1658,10.3892/ijo.20.6.1123
1659,10.1016/j.jsbmb.2003.10.005
1660,10.1016/j.bone.2004.04.014
1661,10.1152/ajpendo.2001.281.6.e1267
1662,10.1074/jbc.m304984200
1663,10.1016/j.bbadis.2008.07.005
1664,10.1016/j.bbrc.2005.05.076
1665,10.1158/0008-5472.can-04-3136
1666,10.1097/01.ju.0000140193.95528.91
1667,10.1097/01.ju.0000067623.43110.4c
1668,10.1073/pnas.0237137100
1669,10.1016/s0022-5347(05)64745-3
1670,10.1016/j.bbrc.2005.12.103
1671,10.1084/jem.20030077
1672,10.1097/01.ju.0000092238.15685.10
1673,10.1073/pnas.2134694100
1674,10.1016/j.bbrc.2005.08.150
1675,10.1158/0008-5472.can-03-3500
1676,10.1016/s0065-230x(02)85005-9
1677,10.1002/pros.10155
1678,10.1038/sj.onc.1207655
1679,10.1038/sj.onc.1209080
1680,10.1080/13547500500216827
1681,10.1016/b978-012088393-6/50072-5
1682,10.3892/ijo.27.1.131
1683,10.1097/01.ju.0000062674.43964.d0
1684,10.1002/cncr.20550
1685,10.1016/s0065-230x(04)91005-6
1686,10.1016/s0968-0896(03)00184-6
1687,10.3892/ijo.22.2.431
1688,10.1677/erc.1.00920
1689,10.1074/jbc.m300750200
1690,10.1074/jbc.m702777200
1692,10.1074/jbc.m207622200
1694,10.1128/mcb.24.15.6592-6607.2004
1697,10.1007/bf02984464
1698,10.1016/j.ymthe.2004.08.024
1699,10.1121/1.1621858
1700,10.1074/jbc.m300676200
1702,10.1210/me.2004-0117
1703,10.1016/s1535-6108(02)00086-7
1705,10.1200/jco.2004.02.141
1707,10.1016/s0065-230x(04)91002-0
1708,10.1016/j.yexcr.2004.06.026
1709,10.1016/s0022-2836(03)00404-2
1710,10.1038/sj.onc.1206351
1711,10.1007/s00432-007-0201-5
1712,10.1126/scisignal.2001556
1713,10.1038/cdd.2014.146
1714,10.1038/cdd.2009.98
1715,10.1002/jcp.21437
1716,10.1021/bc049778q
1717,10.1242/jcs.01563
1718,10.1074/jbc.m108987200
1719,10.1016/j.yexcr.2003.10.007
1720,10.1016/s0065-2423(04)38002-9
1721,10.1016/s0070-2153(03)54004-2
1722,10.1023/a:1021350718226
1723,10.1016/s0959-440x(02)00364-0
1724,10.1074/jbc.m311183200
1725,10.4049/jimmunol.171.1.212
1726,10.1158/0008-5472.can-04-0374
1727,10.4049/jimmunol.173.2.892
1728,10.1016/j.ymthe.2004.12.008
1729,10.1023/a:1026286108366
1730,10.1007/s00280-003-0656-2
1731,10.1016/s0022-5347(05)00240-5
1732,10.1007/s00280-006-0379-2
1733,10.1016/j.urolonc.2007.07.017
1734,10.1158/0008-5472.can-05-3822
1735,10.1016/s1078-1439(03)00013-9
1736,10.1002/jcp.20212
1737,10.1359/jbmr.041109
1738,10.1158/0008-5472.can-03-3958
1739,10.1007/978-1-4419-9129-4_12
1741,10.1038/sj.cgt.7700525
1742,10.1158/1078-0432.ccr-04-0687
1743,10.1089/hum.2005.16.1333
1744,10.1038/sj.gt.3302758
1745,10.1016/j.bbrc.2005.01.101
1746,10.3810/psm.2003.11.555
1747,10.1016/j.numecd.2004.08.002
1749,10.1111/j.1464-410x.2005.05571.x
1750,10.1016/j.annepidem.2006.11.002
1751,10.1123/jpah.2.3.384
1752,10.1080/01635580701328206
1753,10.1158/1078-0432.ccr-03-0122
1754,10.1158/0008-5472.can-05-0945
