"Proposal Title","Principal Investigator","Proposal Number","Award Number","Institution","Program","Mechanism","Research Topic","Fiscal Year","Award Amount"
"Novel Isoform of Transcription Factor Stat5 in Prostate Cancer","RUI, HALLGEIR ","PC001302","DAMD17-01-1-0059","Institution: GEORGETOWN UNIVERSITY","PCRP","Idea Development Award without nested HBCU/MI Traineeship","Primary: Functional Study of Biological MoleculesSecondary: Signal Transduction","2000","$546,859.00"
"The Role of Human Spectrin SH3 Domain Binding Protein 1(HSSH3BP1) in Prostatic Adenocarcinoma","CARP, RICHARD I","PC001308","DAMD17-01-1-0096","Institution: RESEARCH FOUNDATION FOR MENTAL HYGIENE, INC., ALBANY","PCRP","New Investigator Award","Primary: Tumor Suppresor GenesSecondary: Signal Transduction","2000","$391,663.00"
"Dietary Patterns and Prostate Cancer Risk in the NHEFS Cohort","TSENG, MARILYN ","PC001322","DAMD17-01-1-0057","Institution: FOX CHASE CANCER CENTER","PCRP","New Investigator Award","Primary: Nutritional Epidemiology","2000","$156,121.00"
"The Basal Cell Maker p63 and Prostate Stem Cells","SIGNORETTI, SABINA ","PC001325","DAMD17-01-1-0051","Institution: DANA-FARBER CANCER INSTITUTE","PCRP","New Investigator Award","Primary: Functional Study of Biological MoleculesSecondary: Tumor Suppresor Genes","2000","$384,617.00"
"Characterization of Putative Homeostatic Molecules in Prostate Development and Androgen-Independent Prostate Cancer","HSIEH, JER-TSONG ","PC001336","DAMD17-99-1-9002","Institution: TEXAS, UNIVERSITY OF, SOUTHWESTERN MEDICAL CENTER AT DALLAS","PCRP","Phase II New Investigator Award","Primary: Cellular StructureSecondary: Genomics and Proteomics","2000","$468,000.00"
"Overcoming Resistance of Prostate Cancer to TRAIL-Mediated Apoptosis","KRAFT, ANDREW -","PC001340","DAMD17-01-1-0045","Performing Institution: MEDICAL UNIVERSITY OF SOUTH CAROLINAContracting Institution: SOUTH CAROLINA, UNIVERSITY OF","PCRP","Idea Development Award without nested HBCU/MI Traineeship","Primary: ApoptosisSecondary: Signal Transduction","2000","$555,544.00"
"Development of Retroviral Vectors Targeted to Prostate Cells","ROTH, MONICA ","PC001347","DAMD17-01-1-0082","Institution: NEW JERSEY, UNIVERSITY OF MEDICINE AND DENTISTRY OF, ROBERT WOOD JOHNSON MEDICAL SCHOOL","PCRP","New Investigator Award","Primary: Gene Therapy (Includes Vector Development)","2000","$353,223.00"
"Patterns of Gene Expression and Prostate Cancer Prevention","BROOKS, JAMES ","PC001350","DAMD17-98-1-8555","Institution: LELAND STANFORD JUNIOR UNIVERSITY, THE","PCRP","Phase II New Investigator Award","Primary: Genomics and ProteomicsSecondary: Nutrition","2000","$641,341.00"
"Suppressive Role of Androgen-Response Gene Calreticulin in Prostate Cancer","WANG, ZHOU ","PC001354","DAMD17-01-1-0088","Institution: NORTHWESTERN UNIVERSITY MEDICAL SCHOOL","PCRP","Idea Development Award without nested HBCU/MI Traineeship","Primary: Functional Study of Biological MoleculesSecondary: Mechanism of Hormone Action","2000","$534,689.00"
"Structural Basis for Small Molecule Rescue of Mutant p53","LOH, STEWART ","PC001363","DAMD17-98-1-8558","Institution: NEW YORK, STATE UNIVERSITY OF, SYRACUSE","PCRP","Phase II New Investigator Award","Primary: Structural ChemistrySecondary: Tumor Suppresor Genes","2000","$273,657.00"
"Regulation of Drug Sensitivity by Functional Status of p53 in Human Prostate Cancer","HAIT, WILLIAM ","PC001364","DAMD17-01-1-0081","Institution: NEW JERSEY, UNIVERSITY OF MEDICINE AND DENTISTRY OF, ROBERT WOOD JOHNSON MEDICAL SCHOOL","PCRP","Idea Development Award without nested HBCU/MI Traineeship","Primary: Drug Resistance/Multi-Drug ResistanceSecondary: Tumor Suppresor Genes","2000","$579,613.00"
"Y Chromosome Aberrations in Prostate Cancer","NAYLOR, SUSAN ","PC001366","DAMD17-99-1-9469","Institution: TEXAS, UNIVERSITY OF, HEALTH SCIENCE CENTER AT SAN ANTONIO","PCRP","Phase II Idea Development Award","Primary: Genomic InstabilitySecondary: Genomics and Proteomics","2000","$666,606.00"
"Preclinical Development of Antisense Therapeutics for Prostate Cancer Using Phosphorodiamidate Morpholino Oligomers","DEVI, GAYATHRI ","PC001374","DAMD17-01-1-0017","Institution: AVI BIOPHARMA","PCRP","New Investigator Award","Primary: Gene Therapy (Includes Vector Development)Secondary: Growth Factors/Cytokines","2000","$225,000.00"
"Targeting the Target of Rapamycin for Prostate Cancer Therapy","ABRAHAM, ROBERT ","PC001375","DAMD17-01-1-0052","Institution: SANFORD BURNHAM PREBYS MEDICAL DISCOVERY INSTITUTE, LA JOLLA","PCRP","Idea Development Award without nested HBCU/MI Traineeship","Primary: Signal TransductionSecondary: Pharmacology","2000","$701,763.00"
"Motivators and Barriers to Seeking Prostate Cancer Screening and Treatment of Urban African-American Men","PLOWDEN, KEITH ","PC001384","DAMD17-01-1-0073","Institution: MARYLAND, UNIVERSITY OF, BALTIMORE","PCRP","Minority Population Focused Collaborative Training Award","Primary: Basic BehavioralSecondary: Communication and Education","2000","$72,956.00"
"Regulation of Hormone Responses in Prostate Cancer by BAGIL","REED, JOHN ","PC001386","DAMD17-98-1-8584","Institution: SANFORD BURNHAM PREBYS MEDICAL DISCOVERY INSTITUTE, LA JOLLA","PCRP","Phase II Idea Development Award","Primary: Functional Study of Biological MoleculesSecondary: Hormone Receptors","2000","$1,290,030.00"
"On-Line Tomographic Guidance for Radiotherapy of the Prostate","JAFFRAY, DAVID ","PC001392","DAMD17-98-1-8497","Institution: WILLIAM BEAUMONT HOSPITAL RESEARCH INSTITUTE","PCRP","Phase II New Investigator Award","Primary: RadiotherapySecondary: Digital Imaging","2000","$392,150.00"
"Mapping Hereditary Prostate Cancer Genes (HPC2, HPC3,...)","ISAACS, WILLIAM ","PC001403","DAMD17-98-1-8469","Institution: JOHNS HOPKINS UNIVERSITY","PCRP","Phase II Idea Development Award","Primary: Familial and Hereditary DisordersSecondary: Genomics and Proteomics","2000","$1,066,523.00"
"The Role of 25-Hydroxyvitamin D-1 Alpha-Hydroxylase in the Normal Prostate Growth and Prostate Cancer","CHEN, TAI ","PC001404","DAMD17-01-1-0025","Institution: BOSTON UNIVERSITY, BOSTON CAMPUS","PCRP","Idea Development Award without nested HBCU/MI Traineeship","Primary: Functional Study of Biological MoleculesSecondary: Metabolism","2000","$610,398.00"
"Epidermal Growth Factor (EGF) Receptor Intron 1 CA Repeat Polymorphisms in African-American and Caucasian Males: Influence on Prostate Cancer Risk or Disease Progression and Interaction with Androgen Receptor CAG Repeat Polymorphisms","MOSCATELLO, DAVID -","PC001407","DAMD17-01-1-0080","Institution: NEW JERSEY, UNIVERSITY OF MEDICINE AND DENTISTRY OF, CAMDEN","PCRP","New Investigator Award","Primary: Gene and/or Environmental EpidemiologySecondary: Growth Factors/Cytokines","2000","$384,701.00"
"Thromboxane Synthase and Prostate Cancer Progression","HONN, KENNETH ","PC001411","DAMD17-01-1-0116","Institution: WAYNE STATE UNIVERSITY","PCRP","Idea Development Award without nested HBCU/MI Traineeship","Primary: Functional Study of Biological MoleculesSecondary: Progression/ Invasion/ Metastasis","2000","$558,575.00"
"Genetic Epidemiology of Prostate Cancer","NEUHAUSEN, SUSAN -","PC001416","DAMD17-01-1-0112","Institution: CALIFORNIA, UNIVERSITY OF, IRVINE","PCRP","Idea Development Award without nested HBCU/MI Traineeship","Primary: Gene and/or Environmental EpidemiologySecondary: Familial and Hereditary Disorders","2000","$562,399.00"
"A Novel Prostate Epithelium-Specific Transcription Factor in Prostate Cancer","LIBERMANN, TOWIA ","PC001420","DAMD17-01-1-0023","Institution: BETH ISRAEL DEACONESS MEDICAL CENTER, BOSTON","PCRP","Idea Development Award without nested HBCU/MI Traineeship","Primary: Functional Study of Biological MoleculesSecondary: Progression/ Invasion/ Metastasis","2000","$637,499.00"
"Thermobrachytherapy for Recurrent Prostate Cancer","CORRY, PETER ","PC001424","DAMD17-01-1-0117","Institution: WILLIAM BEAUMONT HOSPITAL RESEARCH INSTITUTE","PCRP","Idea Development Award without nested HBCU/MI Traineeship","Primary: RadiotherapySecondary: Hypo / Hyperthermia","2000","$517,973.48"
"The Clinical Development of Thalidomide as an Angiogenesis Inhibitor Therapy for Prostate Cancer","LOGOTHETIS, M.D., CHRISTOPHER J","PC001426","DAMD17-01-1-0069","Institution: M.D. ANDERSON CANCER CENTER, UNIVERSITY OF TEXAS","PCRP","New Investigator Award","Primary: Anti-angiogenicsSecondary: Pharmacology","2000","$283,616.00"
"Molecular Mechanisms of Aberrant Human Gastrin-Releasing Peptide Receptor Expression and Its Signaling in Prostate Cancer","WEBER, HORST ","PC001428","DAMD17-01-1-0027","Institution: BOSTON UNIVERSITY, BOSTON CAMPUS","PCRP","New Investigator Award","Primary: Signal Transduction","2000","$312,708.00"
"Exploiting IR-Inducible NQO1 Levels Using (Beta)-Lapachone, a Novel Apoptotic Agent","BOOTHMAN, DAVID ","PC001434","DAMD17-01-1-0038","Institution: CASE WESTERN RESERVE UNIVERSITY","PCRP","Idea Development Award without nested HBCU/MI Traineeship","Primary: Functional Study of Biological MoleculesSecondary: Drug Development","2000","$489,007.00"
"Prostatic Fluid Cells","PRETLOW, THOMAS ","PC001440","DAMD17-01-1-0039","Institution: CASE WESTERN RESERVE UNIVERSITY","PCRP","Idea Development Award without nested HBCU/MI Traineeship","Primary: Progression/ Invasion/ MetastasisSecondary: Cell Lines","2000","$571,746.00"
"Targeting of EphA2 in Prostate Cancer Metastases","ASEM, ELIKPLIMI K","PC001446","DAMD17-01-1-0095","Institution: PURDUE UNIVERSITY","PCRP","Idea Development Award without nested HBCU/MI Traineeship","Primary: Molecular Immunology","2000","$539,329.00"
"The Role of Coregulators in the Activation of Androgen Receptor by Androgen-Independent Pathways","AGOULNIK, IRINA ","PC001454","DAMD17-01-1-0018","Institution: BAYLOR COLLEGE OF MEDICINE","PCRP","Postdoctoral Traineeship Award","Primary: Mechanism of Hormone Action","2000","$98,000.00"
"Molecular Determinants of Radioresponse in Prostate Cancer","BRISTOW, ROBERT ","PC001461","DAMD17-01-1-0110","Institution: UNIVERSITY HEALTH NETWORK","PCRP","New Investigator Award","Primary: RadiotherapySecondary: DNA Damage and Repair","2000","$189,410.00"
"Tumor Oxygen Dynamics as a Prognostic Indicator of Effective Antiangiogenic Therapy","ZHAO, DAWEN ","PC001472","DAMD17-01-1-0108","Institution: TEXAS, UNIVERSITY OF, SOUTHWESTERN MEDICAL CENTER AT DALLAS","PCRP","Postdoctoral Traineeship Award","Primary: Anti-angiogenicsSecondary: Other Imaging","2000","$98,000.00"
"Novel Strategy for Prostate Cancer Imaging: Synthesis and Pharmacology of Novel Nonsteroidal Ligands","DALTON, JAMES ","PC001480","DAMD17-01-1-0103","Institution: OHIO STATE UNIVERSITY, THE","PCRP","Idea Development Award without nested HBCU/MI Traineeship","Primary: Drug DevelopmentSecondary: Pharmacology","2000","$420,166.18"
"Does the Phenotyping of Disseminated Prostate Cancer Cells in Blood and Bone Marrow Prior to Radical Prostatectomy Provide Prognostic Information?","VESSELLA, ROBERT ","PC001481","DAMD17-01-1-0115","Institution: WASHINGTON, UNIVERSITY OF","PCRP","Idea Development Award without nested HBCU/MI Traineeship","Primary: Clinical Biomarkers","2000","$567,100.00"
"Mechanism of Action of Novel Antiproliferative Oligonucleotides","BATES, PAULA ","PC001482","DAMD17-01-1-0067","Institution: UNIVERSITY OF LOUISVILLE RESEARCH FOUNDATION, INC.","PCRP","New Investigator Award","Primary: Functional Study of Biological MoleculesSecondary: Genomics and Proteomics","2000","$323,324.00"
"TGF-(beta)-Based Gene Therapy in Rat Prostate Cancer","LEE, CHUNG ","PC001491","DAMD17-99-1-9009","Institution: NORTHWESTERN UNIVERSITY, CHICAGO, ILLINOIS","PCRP","Phase II Idea Development Award","Primary: Regulation of the Immune ResponseSecondary: Immunotherapies","2000","$963,263.00"
"Comprehensive Development Program of Hunter-Killer Peptides for Prostate Cancer","ELLERBY, HOWARD ","PC001502","DAMD17-01-1-0029","Institution: BUCK INSTITUTE FOR RESEARCH ON AGING","PCRP","Idea Development Award without nested HBCU/MI Traineeship","Primary: Anti-angiogenicsSecondary: Drug Development","2000","$697,725.00"
"Prostate Cancer Utility Assessment: Contextual Factors Affecting Patients Evaluation of Health Outcomes and Treatment Choice","GOLDBERG, JULIE ","PC001514","DAMD17-01-1-0060","Institution: ILLINOIS, UNIVERSITY OF, AT CHICAGO","PCRP","Postdoctoral Traineeship Award","Primary: Decision Making","2000","$67,757.00"
"Targeted Delivery of Therapeutic Oligonucleotides for the Treatment of Prostate Cancer","LI, SONG ","PC001525","DAMD17-01-1-0090","Institution: PITTSBURGH, UNIVERSITY OF","PCRP","New Investigator Award","Primary: Targeted Therapies","2000","$219,639.00"
"Sprouty-1, an Inhibitor of Prostate Cancer Signal Transduction","ITTMANN, MICHAEL ","PC001527","DAMD17-01-1-0021","Institution: BAYLOR COLLEGE OF MEDICINE","PCRP","Idea Development Award without nested HBCU/MI Traineeship","Primary: Functional Study of Biological MoleculesSecondary: Signal Transduction","2000","$512,237.00"
"Molecular Regulation of Apoptosis in Prostate Cancer Cells by Dietary Fat","GHOSH, JAGADANANDA ","PC001532","DAMD17-01-1-0113","Institution: HENRY FORD HEALTH SYSTEM","PCRP","New Investigator Award","Primary: ApoptosisSecondary: Signal Transduction","2000","$333,000.00"
"Living with Early Prostate Cancer: Decisions and Outcomes","CLARK, JACK ","PC001533","DAMD17-01-1-0026","Institution: BOSTON UNIVERSITY, BOSTON CAMPUS","PCRP","Idea Development Award without nested HBCU/MI Traineeship","Primary: Quality of Life","2000","$438,503.00"
"Understanding Factors Related to Prostate, Lung, and Colorectal Screening among African-American Men","FORD, MARVELLA -","PC001545","DAMD17-99-1-9005","Institution: HENRY FORD HEALTH SYSTEM","PCRP","Phase II New Investigator Award","Primary: Decision Making","2000","$434,692.00"
"Study of Direct Effects of Estrogen on Prostate Cancer","COREY, EVA ","PC001549","DAMD17-01-1-0114","Institution: WASHINGTON, UNIVERSITY OF","PCRP","New Investigator Award","Primary: Endocrine PathogenesisSecondary: Genomics and Proteomics","2000","$349,027.00"
"PIAS Proteins in Androgen Signaling and Prostate Cancer","SHUAI, KE ","PC001551","DAMD17-01-1-0036","Institution: CALIFORNIA, UNIVERSITY OF, LOS ANGELES","PCRP","Idea Development Award without nested HBCU/MI Traineeship","Primary: Mechanism of Hormone ActionSecondary: Signal Transduction","2000","$572,917.00"
"TRAIL: A Novel Therapeutic Agent for Prostate Cancer","LI, HONGLIN ","PC001557","DAMD17-01-1-0042","Institution: CHILDREN'S HOSPITAL, CHICAGO","PCRP","New Investigator Award","Primary: ApoptosisSecondary: Signal Transduction","2000","$319,500.00"
"Protocadherin-PC and Therapeutic Resistance of Prostate Cancer","BUTTYAN, RALPH ","PC001565","DAMD17-98-1-8601","Institution: COLUMBIA UNIVERSITY","PCRP","Phase II Idea Development Award","Primary: Drug Resistance/Multi-Drug ResistanceSecondary: Functional Study of Biological Molecules","2000","$638,333.00"
"A Molecular Basis of Genomic Instability in Prostate Cancer: Regulation of the Centrosome Duplication Cycle","SILVA, JOSE  MARIA ","PC001582","DAMD17-01-1-0827","Institution: COLD SPRING HARBOR LABORATORY","PCRP","Postdoctoral Traineeship Award","Primary: Chromosome Structure","2000","$98,000.00"
"A Study of Transrectal Tumor Oxygen Measurements in Patients with Clinically Localized Prostate Cancer","MILOSEVIC, MICHAEL ","PC001583","DAMD17-01-1-0111","Institution: UNIVERSITY HEALTH NETWORK","PCRP","New Investigator Award","Primary: Clinical BiomarkersSecondary: Tumor Suppresor Genes","2000","$198,375.00"
"Prostate Stem Cell Antigen (PSCA): A Promising Prognostic Marker and Therapeutic Target in Prostate Cancer","REITER, ROBERT ","PC001588","DAMD17-01-1-0035","Institution: CALIFORNIA, UNIVERSITY OF, LOS ANGELES","PCRP","Idea Development Award without nested HBCU/MI Traineeship","Primary: Clinical BiomarkersSecondary: Biomarkers","2000","$330,004.50"
"Orphan Receptor TR3/nur77 and Apotosis in Prostate Cancer Cells","ZHANG, XIAO KUN ","PC001590","DAMD17-01-1-0032","Institution: SANFORD BURNHAM PREBYS MEDICAL DISCOVERY INSTITUTE, LA JOLLA","PCRP","Idea Development Award without nested HBCU/MI Traineeship","Primary: ApoptosisSecondary: Functional Study of Biological Molecules","2000","$740,278.00"
"Targeting Osteoblastic Bone Metastasis with a Novel Site Restricted Gene Therapy","KOENEMAN, KENNETH ","PC001591","DAMD17-01-1-0107","Institution: TEXAS, UNIVERSITY OF, SOUTHWESTERN MEDICAL CENTER AT DALLAS","PCRP","New Investigator Award","Primary: Gene Therapy (Includes Vector Development)","2000","$350,993.00"
"Anti-Angiogenic Gene Therapy of Prostate Cancer with Lentiviral Vectors","YEE, JIING KUAN ","PC001593","DAMD17-01-1-0043","Institution: CITY OF HOPE BECKMAN RESEARCH INSTITUTE","PCRP","New Investigator Award","Primary: Gene Therapy (Includes Vector Development)Secondary: Anti-angiogenics","2000","$393,640.00"
"Role of the Human Polyomavirus, BKV, in Prostate Cancer","IMPERIALE, MICHAEL ","PC001595","DAMD17-01-1-0076","Institution: MICHIGAN, UNIVERSITY OF","PCRP","Idea Development Award without nested HBCU/MI Traineeship","Primary: Functional Study of Biological MoleculesSecondary: Chemical/Physical Pathogenesis","2000","$566,084.00"
"Calcium-Mediated Apoptosis and Apoptotic Sensitization in Prostate Cancer","DONATO, NICHOLAS ","PC009115","DAMD17-01-1-0070","Institution: M.D. ANDERSON CANCER CENTER, UNIVERSITY OF TEXAS","PCRP","Idea Development Award without nested HBCU/MI Traineeship","Primary: Signal TransductionSecondary: Apoptosis","2000","$431,781.00"
