"Proposal Title","Principal Investigator","Proposal Number","Award Number","Institution","Program","Mechanism","Research Topic","Fiscal Year","Award Amount"
"An Unbiased Approach to Search for the Cause of the Reduced Osteogenic Differentiation Potential of NF1-Deficient Osteoprogenitors","ELEFTERIOU, FLORENT B","NF180077","W81XWH-19-1-0574","Institution: BAYLOR COLLEGE OF MEDICINE","NFRP","Exploration - Hypothesis Development Award","Primary: GenomicsSecondary: Signal Transduction","2018","$158,500.00"
"Combination Strategies for Selective Elimination of NF2 Tumors","YI, CHUNLING ","NF180079","W81XWH-19-1-0537","Institution: GEORGETOWN UNIVERSITY","NFRP","Investigator-Initiated Research Award - Optional Qualified Collaborator","Primary: Signal TransductionSecondary: Drug Development","2018","$772,950.00"
"Targeting P53-Associated Therapy Resistance in NF1-Related MPNSTs","STEENSMA, MATTHEW ","NF180089","W81XWH-19-1-0483","Institution: VAN ANDEL RESEARCH INSTITUTE","NFRP","New Investigator Award - Early-Stage Investigator","Primary: Signal TransductionSecondary: Chemotherapy/ Pharmacotherapy","2018","$855,000.00"
"Novel Inhibitors of MPNST","CLARK, GEOFFREY J","NF180094","W81XWH-19-1-0417","Institution: UNIVERSITY OF LOUISVILLE RESEARCH FOUNDATION, INC.","NFRP","Investigator-Initiated Research Award","Primary: Chemotherapy/ PharmacotherapySecondary: Signal Transduction","2018","$805,553.00"
"Defining the Role of Macropinocytosis in NF-Mutant Tumors","MCCLATCHEY, ANDREA ","NF180095","W81XWH-19-1-0156","Institution: MASSACHUSETTS GENERAL HOSPITAL","NFRP","Investigator-Initiated Research Award - Optional Qualified Collaborator","Primary: Signal TransductionSecondary: Metabolism","2018","$814,751.00"
"New Avenues for Neurofibromatosis Therapy","LU, TIMOTHY K","NF180096","W81XWH-19-1-0555","Institution: MASSACHUSETTS INSTITUTE OF TECHNOLOGY","NFRP","Exploration - Hypothesis Development Award","Primary: ImmunotherapiesSecondary: Tumor Immunology","2018","$145,653.00"
"Generation of Merlin-Deficient Human Inner Ear Organoids to Model Neurofibromatosis Type 2 Pathogenesis","KOEHLER, KARL ","NF180102","W81XWH-19-1-0769","Institution: CHILDREN'S HOSPITAL, BOSTON","NFRP","Exploration - Hypothesis Development Award","Primary: Not Otherwise SpecifiedSecondary: Cell Lines","2018","$152,606.00"
"Treatment of NF1-Driven Neurofibromas Through VDR-Mediated Stromal Reprograming","EVANS, RONALD M","NF180114","W81XWH-19-1-0552","Institution: THE SALK INSTITUTE FOR BIOLOGICAL STUDIES","NFRP","Exploration - Hypothesis Development Award","Primary: Fibrosis/ RemodelingSecondary: Chemotherapy/ Pharmacotherapy","2018","$192,400.00"
"Development of the Prefrontal Cortex in NF-1 Mouse Models","XING, LEI ","NF180127","W81XWH-19-1-0402","Institution: NORTH CAROLINA AT CHAPEL HILL, UNIVERSITY OF","NFRP","Exploration - Hypothesis Development Award","Primary: Neural CircuitsSecondary: Signal Transduction","2018","$155,500.00"
"Immune-Schwann Cell Signaling in Neurofibroma Development","PUNDAVELA, JAY ","NF190004","W81XWH-20-1-0116","Institution: CHILDREN'S HOSPITAL, CINCINNATI","NFRP","Early Investigator Research Award","","2019","$318,000.00"
"Antioxidant Therapy with N-Acetylcysteine for Motor Behavior and Learning in Children with Neurofibromatosis Type 1","PRADA, CARLOS E","NF190013","W81XWH-20-1-0139","Institution: CHILDREN'S HOSPITAL, CINCINNATI","NFRP","Clinical Trial Award","","2019","$1,268,303.00"
"Molecular and Neural Mechanisms of Social Behavioral Differences in NF1","KAYSER, MATTHEW S","NF190016","W81XWH-20-1-0206","Institution: PENNSYLVANIA, UNIVERSITY OF","NFRP","New Investigator Award - Early-Stage Investigator","","2019","$730,141.00"
"Mechanisms of Social Deficits in Youth with Neurofibromatosis Type 1","HOCKING, MATTHEW ","NF190017","W81XWH-20-1-0311","Institution: CHILDREN'S HOSPITAL, PHILADELPHIA","NFRP","New Investigator Award - Early-Stage Investigator","","2019","$763,769.00"
"An Interspecies Approach to Model Differential Cognitive Effects of Specific Neurofibromin I Mutations","SKOULAKIS, EFTHIMIOS M","NF190021","W81XWH-20-1-0255","Institution: BIOMEDICAL SCIENCES RESEARCH CENTER-ALEXANDER FLEMING","NFRP","Investigator-Initiated Research Award - Funding Level 2 - NF Open Science Initiative","","2019","$469,865.00"
"Regulating Neurofibromin Through Degradation, Dimerization, and Binding to SPRED1","MCCORMICK, FRANK ","NF190026","W81XWH-20-1-0129","Institution: CALIFORNIA, UNIVERSITY OF, SAN FRANCISCO","NFRP","Investigator-Initiated Research Award - Funding Level 2 - NF Open Science Initiative","","2019","$918,515.00"
"Molecular and Cellular Functions of LZTR1 Mutations in Schwannomatosis","CASTEL, PAU ","NF190031","W81XWH-20-1-0391","Institution: CALIFORNIA, UNIVERSITY OF, SAN FRANCISCO","NFRP","Early Investigator Research Award","","2019","$292,000.00"
"Dissecting the Tumor Microenvironment of Glioma from Neurofibromatosis 1 Patients by Single-Cell Analysis","IAVARONE, ANTONIO ","NF190039","W81XWH-20-1-0350","Institution: COLUMBIA UNIVERSITY MEDICAL CENTER","NFRP","Investigator-Initiated Research Award - Funding Level 3 - Optional Qualified Collaborator - NF Open Science Initiative","","2019","$985,371.00"
"Shifting Immune Balance to Extend Oncolytic Virus Response in Malignant Peripheral Nerve Sheath Tumors","CASSADY, KEVIN A","NF190042","W81XWH-20-1-0340","Institution: RESEARCH INSTITUTE AT NATIONWIDE CHILDREN'S HOSPITAL","NFRP","Investigator-Initiated Research Award - Funding Level 2 - Optional Qualified Collaborator","","2019","$816,524.00"
"Identification of Cellular Heterogeneity and Oncogenic Networks in MPNST by Single-Cell Transcriptomics and Epigenomics for Targeted Therapy","WU, LAI MAN ","NF190044","W81XWH-20-1-0443","Institution: CHILDREN'S HOSPITAL, CINCINNATI","NFRP","Exploration - Hypothesis Development Award","","2019","$159,000.00"
"Reprogramming the Tumor Microenvironment to Improve Hearing and Treatment Efficacy in NF2 Vestibular Schwannoma","XU, LEI ","NF190046","W81XWH-20-1-0222","Institution: MASSACHUSETTS GENERAL HOSPITAL","NFRP","Investigator-Initiated Research Award - Funding Level 1","","2019","$802,057.00"
"PRC2-Dependent Enhancer Reprogramming Promotes MPNST Pathogenesis","TORRES, KEILA E","NF190050","W81XWH-20-1-0098","Institution: M.D. ANDERSON CANCER CENTER, UNIVERSITY OF TEXAS","NFRP","Investigator-Initiated Research Award - Funding Level 2 - Optional Qualified Collaborator","","2019","$919,998.00"
"Is Senescence Involved in NF1 Recalcitrant Bone Healing?","CUKO, EFROSINI ","NF190061","W81XWH-20-1-0352","Institution: BAYLOR COLLEGE OF MEDICINE","NFRP","Early Investigator Research Award","","2019","$320,000.00"
"Elucidating the Role of ATRX in NF1-Associated High-Grade Glioma Formation","DE RAEDT, THOMAS ","NF190063","W81XWH-20-1-0124","Institution: CHILDREN'S HOSPITAL, PHILADELPHIA","NFRP","New Investigator Award - Early-Stage Investigator","","2019","$792,000.00"
"Genetic Mechanisms of Neurofibromatosis-Related Arteriopathy and Renovascular Hypertension","GANESH, SANTHI K","NF190071","W81XWH-20-1-0213","Institution: MICHIGAN, UNIVERSITY OF","NFRP","New Investigator Award - Established Investigator","","2019","$702,000.00"
"Merlin-ASPP2 Tumor Suppressor Interactions in Mechanosensory Signal Transduction from Schwann Cell Junctions in Neurofibromatosis Type 2","HENNIGAN, ROBERT ","NF190083","W81XWH-20-1-0377","Institution: CHILDREN'S HOSPITAL, CINCINNATI","NFRP","Investigator-Initiated Research Award - Funding Level 1","","2019","$834,750.00"
"Analysis of Clinical and Molecular Parameters in MPNST","WALLACE, MARGARET R","NF190086","W81XWH-20-1-0355","Institution: FLORIDA, UNIVERSITY OF","NFRP","Exploration - Hypothesis Development Award","","2019","$144,945.00"
"Analysis of Phenotypic Variability in Neurofibromatosis, Type 1 (NF1)","FRIEDMAN, JAN ","NF960003","DAMD17-97-1-7347","Institution: BRITISH COLUMBIA, UNIVERSITY OF","NFRP","Investigator-Initiated Research Award","Primary: Gene and/or Environmental Epidemiology","1996","$472,447.00"
"Molecular Mechanisms of Schwann Cell Proliferation in NF1","DEVRIES, GEORGE M","NF960013","DAMD17-98-1-8607","Institution: CHICAGO ASSOCIATION FOR RESEARCH AND EDUCATION IN SCIENCE","NFRP","Investigator-Initiated Research Award","Primary: Tumor Suppresor GenesSecondary: Cellular Development","1997","$481,542.00"
"Molecular Mechanisms of Glial Abnormalities in NF","ROSENFELD, MICHAEL G","NF960014","DAMD17-97-1-7340","Institution: CALIFORNIA, UNIVERSITY OF, SAN DIEGO","NFRP","Investigator-Initiated Research Award","Primary: Cellular DevelopmentSecondary: Functional Study of Biological Molecules","1996","$814,042.00"
"Wounding-Induced Manifestations of Type 1 Neurofibromatosis","RATNER, NANCY E","NF960018","DAMD17-97-1-7348","Institution: UNIVERSITY OF CINCINNATI","NFRP","Investigator-Initiated Research Award","Primary: Tumor Suppresor GenesSecondary: Animal Models","1996","$700,291.00"
"The Role of Cumulative Genetic Defects in NF1 Tumorigenesis","WALLACE, MARGARET P","NF960027","DAMD17-98-1-8609","Institution: FLORIDA, UNIVERSITY OF","NFRP","Investigator-Initiated Research Award","Primary: Tumor Suppresor Genes","1997","$594,663.00"
"The Relationship Between Genotype and Phenotype in Drosophila Merlin, and Human NF2 Genes","FEHON, RICHARD G","NF960034","DAMD17-97-1-7345","Institution: DUKE UNIVERSITY MEDICAL CENTER","NFRP","Investigator-Initiated Research Award","Primary: Tumor Suppresor GenesSecondary: Genomics and Proteomics","1996","$647,341.00"
"Genotype Phenotype Relationships in NF2","MACCOLLIN, MIA B","NF960039","DAMD17-97-1-7346","Institution: MASSACHUSETTS GENERAL HOSPITAL","NFRP","Investigator-Initiated Research Award","Primary: Familial and Hereditary DisordersSecondary: Tumor Suppresor Genes","1996","$540,478.00"
"The Use of Nf1 and Nf2 Mutant Mouse Strains in the Investigation of Gene Function and  Disease Development","JACKS, TYLER ","NF960041","DAMD17-97-1-7341","Institution: MASSACHUSETTS INSTITUTE OF TECHNOLOGY","NFRP","Investigator-Initiated Research Award","Primary: Animal ModelsSecondary: Tumor Suppresor Genes","1996","$1,186,412.00"
"Pathogenesis of Germline and Somatic NF1 Gene Rearrangements","STEPHENS, KAREN ","NF960043","DAMD17-97-1-7344","Institution: WASHINGTON, UNIVERSITY OF","NFRP","Investigator-Initiated Research Award","Primary: Genomic InstabilitySecondary: Tumor Suppresor Genes","1996","$683,346.00"
"In Vivo Models of NF-1: The Nervous System and Tumorigenesis","PARADA, LUIS B","NF960044","DAMD17-97-1-7343","Institution: TULANE UNIVERSITY","NFRP","Investigator-Initiated Research Award","Primary: Animal ModelsSecondary: Tumor Suppresor Genes","1996","$1,618,665.00"
"Therapeutic and Biologic Studies in a Murine Model of NF1","SHANNON, KEVIN R","NF960048","DAMD17-98-1-8608","Institution: CALIFORNIA, UNIVERSITY OF, SAN FRANCISCO","NFRP","Investigator-Initiated Research Award","Primary: Animal Models","1997","$946,888.00"
"Dissection of the Pathogenesis of Neurofibromatosis Type 1- Associated Myeloid Leukemia","BRANNAN, CAMILYNN J","NF960051","DAMD17-97-1-7339","Institution: FLORIDA, UNIVERSITY OF","NFRP","Investigator-Initiated Research Award","Primary: Genomics and ProteomicsSecondary: Tumor Suppresor Genes","1996","$437,370.00"
"Role of NF1 and NF2 in Signaling and Transformation","DER, CHANNING ","NF960063","DAMD17-97-1-7342","Institution: NORTH CAROLINA AT CHAPEL HILL, UNIVERSITY OF","NFRP","Investigator-Initiated Research Award","Primary: Signal TransductionSecondary: Tumor Suppresor Genes","1996","$319,582.00"
"Natural History of Vestibular Schwannomas in Neurofibromatosis 2 (NF2)","SLATTERY, WILLIAM H","NF970001","DAMD17-98-1-8612","Institution: HOUSE RESEARCH INSTITUTE","NFRP","Natural History Study Award","Primary: Centers, Clinical Centers, or ConsortiaSecondary: Research Resources and Registries","1997","$2,062,059.00"
"Natural History of Plexiform Neurofibromas in NF1","KORF, BRUCE R","NF970002","DAMD17-98-1-8611","Institution: ALABAMA, UNIVERSITY OF, AT BIRMINGHAM","NFRP","Natural History Study Award","Primary: Centers, Clinical Centers, or ConsortiaSecondary: Research Resources and Registries","1997","$3,630,236.00"
"Utilization of a NF2-Mutant Mouse Strain to Investigate the Cellular and Molecular Function of the NF2 Tumor Suppressor, Merlin","MCCLATCHEY, ANDREA I","NF980004","DAMD17-99-1-9495","Institution: MASSACHUSETTS GENERAL HOSPITAL","NFRP","Investigator-Initiated Research with Optional Nested Post-doctoral Traineeship(s)","Primary: Animal ModelsSecondary: Tumor Suppresor Genes","1998","$797,625.00"
"Social and Emotional Functioning of Children with NF-1 and Their Families: A Case Controlled Study","NOLL, ROBERT B","NF980005","DAMD17-99-1-9496","Institution: CHILDREN'S HOSPITAL, CINCINNATI","NFRP","Investigator-Initiated Award w/o Nested Postdoc","Primary: Basic Behavioral","1998","$119,349.00"
"Genetic Evaluation of Peripheral Nerve Sheath Tumors in Neurofibromatosis Type 1","VISKOCHIL, DAVID H","NF980007","DAMD17-99-1-9560","Institution: UTAH, UNIVERSITY OF","NFRP","Investigator-Initiated Research with Optional Nested Post-doctoral Traineeship(s)","Primary: Genomics and Proteomics","1998","$827,825.00"
"NF2 in Hrs-Mediated Signal Transduction","PULST, STEFAN M","NF980010","DAMD17-99-1-9548","Institution: CEDARS-SINAI MEDICAL CENTER","NFRP","Investigator-Initiated Research with Optional Nested Post-doctoral Traineeship(s)","Primary: Signal Transduction","1998","$683,090.00"
"Cell Motility and Invasiveness of Neurofibromin-Deficient Neural Crest Cells and Malignant Triton Tumor Lines","VOGEL, KRISTINE S","NF980011","DAMD17-99-1-9499","Institution: TEXAS, UNIVERSITY OF, HEALTH SCIENCE CENTER AT SAN ANTONIO","NFRP","Investigator-Initiated Award w/o Nested Postdoc","Primary: Signal TransductionSecondary: Progression/ Invasion/ Metastasis","1998","$584,552.00"
"NF1-Regulated Adenylyl Cyclase/cAMP Pathway","ZHONG, YI ","NF980012","DAMD17-99-1-9500","Institution: COLD SPRING HARBOR LABORATORY","NFRP","Investigator-Initiated Research with Optional Nested Post-doctoral Traineeship(s)","Primary: Signal Transduction","1998","$727,586.00"
"Establish an In Vitro Model for the Study of NF2 Gene Function and Gene Therapy","ANDALIBI, ALI ","NF980014","DAMD17-99-1-9491","Institution: HOUSE RESEARCH INSTITUTE","NFRP","Investigator-Initiated Award w/o Nested Postdoc","Primary: Cell LinesSecondary: Gene Therapy (Includes Vector Development)","1998","$615,324.00"
"Neurofibromatosis 2 Tumor Suppressor Protein, Merlin, in Cellular Signaling to Actin Cytoskeleton","RAMESH, VIJAYA ","NF980015","DAMD17-99-1-9492","Institution: MASSACHUSETTS GENERAL HOSPITAL","NFRP","Investigator-Initiated Research with Optional Nested Post-doctoral Traineeship(s)","Primary: Signal TransductionSecondary: Cellular Structure","1998","$1,175,563.00"
"Electrophysiological Changes in NF1","FIEBER, LYNNE A","NF980018","DAMD17-99-1-9578","Institution: MIAMI, UNIVERSITY OF, ROSENSTIEL SCHOOL OF MARINE AND ATMOSPHERIC SCIENCE","NFRP","Investigator-Initiated Research with Optional Nested Post-doctoral Traineeship(s)","Primary: ElectrophysiologySecondary: Signal Transduction","1998","$312,984.00"
"Aberrant Gene Expression in NF1-Mediated Oncogensis","SHIELDS, JANIEL W","NF990001","DAMD17-00-1-0552","Institution: NORTH CAROLINA AT CHAPEL HILL, UNIVERSITY OF","NFRP","New Investigator Award","Primary: Transcription, Translation and ModificationSecondary: Tumor Suppresor Genes","1999","$225,222.00"
"The Functional Role(s) of Neurofibromin during Neural Crest Cell Development","BANNERMAN, PETER A","NF990003","DAMD17-00-1-0554","Institution: CHILDREN'S HOSPITAL, PHILADELPHIA","NFRP","Idea Award","Primary: Cellular DevelopmentSecondary: Functional Study of Biological Molecules","1999","$175,000.00"
"Profile of the Neurofibromatosis Type 1 (NF1) Phenotype: Natural History, Neuropsychological, and Psychosocial Aspects","NORTH, KATHRYN S","NF990007","DAMD17-00-1-0534","Institution: CHILDREN'S HOSPITAL AT WESTMEAD","NFRP","Investigator-Initiated Award w/o Nested Postdoc","Primary: Basic Behavioral","1999","$117,325.00"
"Mitochondrial Polymorphism in Neurofibromatosis Type 1","KURTZ, ANDREAS ","NF990008","DAMD17-00-1-0535","Institution: MASSACHUSETTS GENERAL HOSPITAL","NFRP","Idea Award","Primary: Functional Study of Biological MoleculesSecondary: Clinical Biomarkers","1999","$309,760.00"
"Identification of Elements Controlling the Expression of the NF2 Gene and Analysis of Candidates for the Neurofibromatosis Type 2 Modifier Gene","DUMANSKI, JAN M","NF990010","DAMD17-00-1-0536","Institution: UPPSALA UNIVERSITY","NFRP","Investigator-Initiated Research with Optional Nested Post-doctoral Traineeship(s)","Primary: Tumor Suppresor GenesSecondary: Genomics and Proteomics","1999","$1,208,524.00"
"Preclinical Evaluation of Gene Therapy for NF2 Lesions in Mouse Models Using Amplicon Vectors and Prodrug Activation","BREAKEFIELD, XANDRA ","NF990013","DAMD17-00-1-0537","Institution: MASSACHUSETTS GENERAL HOSPITAL","NFRP","Investigator-Initiated Award w/o Nested Postdoc","Primary: Gene Therapy (Includes Vector Development)Secondary: Chemotherapy","1999","$1,009,421.00"
"DNA Repair and Checkpoint Genes as NF1 Modifiers","BERNARDS, ANDRE M","NF990015","DAMD17-00-1-0538","Institution: MASSACHUSETTS GENERAL HOSPITAL","NFRP","Idea Award","Primary: Gene and/or Environmental EpidemiologySecondary: DNA Damage and Repair","1999","$341,849.00"
"Preclinical Mouse Models of Neurofibromatosis","SHANNON, KEVIN G","NF990018","DAMD17-00-1-0594","Institution: CALIFORNIA, UNIVERSITY OF, SAN FRANCISCO","NFRP","Investigator-Initiated Award w/o Nested Postdoc","Primary: Animal ModelsSecondary: Centers, Clinical Centers, or Consortia","1999","$1,250,000.00"
"Role of CD44 in Malignant Peripheral Nerve Sheath Tumor Growth and Metastasis","SHERMAN, LARRY ","NF990020","DAMD17-00-1-0551","Institution: UNIVERSITY OF CINCINNATI","NFRP","Idea Award","Primary: Signal TransductionSecondary: Progression/ Invasion/ Metastasis","1999","$274,774.00"
"Structure-Based Investigation of Neurofibromin Functions","SCHEFFZEK, KLAUS E","NF990022","DAMD17-00-1-0539","Institution: EUROPEAN MOLECULAR LABORATORY","NFRP","New Investigator Award","Primary: Functional Study of Biological MoleculesSecondary: Structural Chemistry","1999","$345,000.00"
"Transcriptional Regulation and Targeting of NF1 Gene Expression","RODENHISER, DAVID L","NF990024","DAMD17-00-1-0540","Institution: LONDON REGIONAL CANCER CENTRE","NFRP","Investigator-Initiated Research with Optional Nested Post-doctoral Traineeship(s)","Primary: Tumor Suppresor Genes","1999","$199,379.00"
"Role of the Neurofibromatosis 1 Gene in Neuronal Development and Survival","BARALD, KATE R","NF990027","DAMD17-00-1-0541","Institution: MICHIGAN, UNIVERSITY OF","NFRP","Idea Award","Primary: Signal TransductionSecondary: Cellular Development","1999","$293,290.00"
"Genetic Factors That Affect Tumorigenesis in NF1","STEPHENS, KAREN A","NF990031","DAMD17-00-1-0542","Institution: WASHINGTON, UNIVERSITY OF","NFRP","Investigator-Initiated Research with Optional Nested Post-doctoral Traineeship(s)","Primary: Genomic InstabilitySecondary: Tumor Suppresor Genes","1999","$762,231.00"
"Characterization of Schwannomin Role in Protein Translation","SCOLES, DANIEL ","NF990033","DAMD17-00-1-0553","Institution: CEDARS-SINAI MEDICAL CENTER","NFRP","New Investigator Award","Primary: Transcription, Translation and ModificationSecondary: Tumor Suppresor Genes","1999","$453,458.00"
"Signal Transduction Targets for Pharmacological Intervention in Type I Neurofibromatosis","MATTINGLY, RAYMOND S","NF990035","DAMD17-00-1-0544","Institution: WAYNE STATE UNIVERSITY","NFRP","New Investigator Award","Primary: Signal TransductionSecondary: Pharmacology","1999","$285,300.00"
"Boron Neutron Capture Therapy (BNCT) of Schwannomas and Meningiomas in Severe Form of Neurofibromatosis-2 (NF2): A Feasibility Study","JAASKELAINEN, JUHA S","NF990036","DAMD17-00-1-0545","Institution: HELSINKI, UNIVERSITY OF","NFRP","Idea Award","Primary: Radiotherapy","1999","$127,797.00"
"Statistical Methods for Analysis of NF Clinical Data","JOE, HARRY A","NF990038","DAMD17-00-1-0546","Institution: BRITISH COLUMBIA, UNIVERSITY OF","NFRP","New Investigator Award","Primary: Statistical Models","1999","$199,001.00"
"Functional Analysis of Neurofibromin: Clues from Drosophila Applied to Mammalian Systems","FOSTER, ROSEMARY B","NF990040","DAMD17-00-1-0547","Institution: MASSACHUSETTS GENERAL HOSPITAL","NFRP","New Investigator Award","Primary: Signal TransductionSecondary: Tumor Suppresor Genes","1999","$384,750.00"
"Molecular Interactions and Biological Functions of Merlin -- Parallels and Differences in Comparison to the ERM Protein Ezrin","CARPEN, OLLI T","NF990043","DAMD17-00-1-0550","Institution: HELSINKI, UNIVERSITY OF","NFRP","Investigator-Initiated Award w/o Nested Postdoc","Primary: Signal TransductionSecondary: Cellular Structure","1999","$535,896.00"
"Magnetic Resonance Spectroscopy Imaging and Functional Magnetic Resonance Imaging of Neurofibromatosis Type 1: In Vivo Pathophysiology, Brain-Behavior Relationships, and Reading Disabilities","CUTTING, LAURIE P","NF990044","DAMD17-00-1-0548","Institution: KENNEDY KRIEGER INSTITUTE","NFRP","New Investigator Award","Primary: Basic BehavioralSecondary: Magnetic Resonance Imaging","1999","$469,078.00"
"NFI Tumor-Specific Therapeutic Modeling","MUIR, DAVID K","NF990047","DAMD17-00-1-0549","Institution: FLORIDA, UNIVERSITY OF","NFRP","Investigator-Initiated Award w/o Nested Postdoc","Primary: Animal ModelsSecondary: Cellular Development","1999","$475,670.00"
