"","Proposal Number","Publication"
"583","NF990013","Messerli SM, Prabhakar S, Tang Y, et al.  2006.  Treatment of schwannomas with an oncolytic recombinant herpes simplex virus in murine models of neurofibromatosis type 2. Hum Gene Ther.17(1):20-30."
"584","NF990013","Prabhaker S, Brenner GJ., Sena-Esteves M. et al. 2010. Imaging and therapy of experimental schwannomas using HSV amplicon vector encoding apoptotic protein under Schwann cell promoter. Cancer Gene Therapy.17:266-274."
"585","NF990013","Prabhakar S., Messerli SM., Stemmer-Rachamimov AO., et al. 2007. Treatment of implantable NF2 schwannoma tumor models with oncolytic herpes simplex virus G47. Cancer Gene Ther. 14:460-2007"
"586","NF990013","·Tang Y, Shah K, Messerli SM, et al. 2003. In vivo tracking of neural progenitor cell migration to glioblastomas. Human Gene Therapy 14:1247-1254."
"587","NF990013","·Messerli SM, Tang Y, Giovannini M, et al. 2002. Detection of spontaneous schwannomas by MRI in a transgenic murine model of neurofibromatosis type 2 (NF2). Neoplasia 4:501-509."
"588","NF990013","Prabhakar S, Messerli SM, Stemmer-Rachamimov AO, et al. 2007. Treatment of implantable NF2 schwannoma tumor models with oncolytic herpes simplex virus G47Delta.  Cancer Gene Ther 14(5):460-467.

"
"589","NF990018","Gutmann DH, Wu YL, Hedrick NM, Zhu Y, Guha A, Parada LF (2001): Heterozygosity for the neurofibromatosis 1 (NF1) tumor suppressor results in abnormalities in cell attachment, spreading and motility in astrocytes. Hum Mol Genet 10:3009-16."
"590","NF990018","Johnson KC, Kissil JL, Fry JL, Jacks T (2002): Cellular transformation by a FERM domain mutant of the Nf2 tumor suppressor gene. Oncogene 21:5990-7."
"591","NF990018","Kalamarides M, Niwa-Kawakita M, Leblois H, Abramowski V, Perricaudet M, Janin A, Thomas G, Gutmann DH, Giovannini M (2002): Nf2 gene inactivation in arachnoidal cells is rate-limiting for meningioma development in the mouse. Genes Dev 16:1060-5."
"592","NF990018","Zhu Y, Romero MI, Ghosh P, Ye Z, Charnay P, Rushing EJ, Marth JD, Parada LF (2001): Ablation of NF1 function in neurons induces abnormal development of cerebral cortex and reactive gliosis in the brain. Genes Dev 15:859-76."
"593","NF990018","McClatchey AI, Cichowski K (2001): Mouse models of neurofibromatosis. Biochim Biophys Acta 1471:M73-80."
"594","NF990018","Messerli SM, Tang Y, Giovannini M, Bronson R, Weissleder R, Breakefield XO (2002): Detection of spontaneous schwannomas by MRI in a transgenic murine model of neurofibromatosis type 2. Neoplasia 4:501-9."
"595","NF990018","Parada LF (2000): Neurofibromatosis type 1. Biochim Biophys Acta 1471:M13-9."
"596","NF990018","Gutmann DH, Giovannini M (2002): Mouse models of neurofibromatosis 1 and 2. Neoplasia 4:279-90."
"597","NF990018","Gautreau A, Manent J, Fievet B, Louvard D, Giovannini M, Arpin M (2002): Mutant products of the NF2 tumor suppressor gene are degraded by the ubiquitin-proteasome pathway. J Biol Chem 277:31279-82."
"598","NF990018","Donovan S, Shannon KM, Bollag G (2002): GTPase activating proteins: critical regulators of intracellular signaling. Biochim Biophys Acta 1602:23-45."
"599","NF990018","Denisenko-Nehrbass N, Goutebroze L, Galvez T, Bonnon C, Stankoff B, Ezan P, Giovannini M, Faivre-Sarrailh C, Girault JA (2003): Association of Caspr/paranodin with tumour suppressor schwannomin/merlin and beta1 integrin in the central nervous system. J Neurochem 84:209-21."
"600","NF990018","Bajenaru ML, Zhu Y, Hedrick NM, Donahoe J, Parada LF, Gutmann DH (2002): Astrocyte-specific inactivation of the neurofibromatosis 1 gene (NF1) is insufficient for astrocytoma formation. Mol Cell Biol 22:5100-13."
"601","NF990018","Aiyagari AL, Taylor BR, Aurora V, Young SG, Shannon KM (2003): Hematologic effects of inactivating the Ras processing enzyme Rce1. Blood 101:2250-2."
"602","NF990018","Li H, Velasco-Miguel S, Vass WC, Parada LF, DeClue JE (2002): Epidermal growth factor receptor signaling pathways are associated with tumorigenesis in the Nf1:p53 mouse tumor model. Cancer Res 62:4507-13."
"603","NF990018","Le DT, Shannon KM (2002): Ras processing as a therapeutic target in hematologic malignancies. Curr Opin Hematol 9:308-15."
"604","NF990018","Kissil JL, Johnson KC, Eckman MS, Jacks T (2002): Merlin phosphorylation by p21-activated kinase 2 and effects of phosphorylation on merlin localization. J Biol Chem 277:10394-9."
"605","NF990018","Zhu Y, Parada LF (2001): Neurofibromin, a tumor suppressor in the nervous system. Exp Cell Res 264:19-28."
"606","NF990018","Shannon KM, Le Beau MM, Largaespada DA, Killeen N (2001): Modeling myeloid leukemia tumor suppressor gene inactivation in the mouse. Semin Cancer Biol 11:191-200."
"607","NF990018","Weiss B, Shannon K (2003): Mouse cancer models as a platform for performing preclinical therapeutic trials. Curr Opin Genet Dev 13:84-9."
"608","NF990018","Zhu Y and Parada LF (2002): The molecular and genetic basis of neurologic tumors. Nature Reviews on Cancer 2:616."
"609","NF990018","Gitler AD, Zhu Y, Ismat FA, Lu MM, Yamauchi Y, Parada LF, Epstein JA (2003): Nf1 has an essential role in endothelial cells. Nat Genet 33:75-9."
"610","NF990018","Zhu Y, Ghosh P, Charnay P, Burns DK, Parada LF (2002): Neurofibromas in NF1: Schwann cell origin and role of tumor environment. Science 296:920-2."
"611","NF990020","Su W, Sin M, Darrow A, Sherman LS (2003):  Malignant peripheral nerve sheath tumor cell invasion is facilitated by Src and aberrant CD44 expression. Glia  42:350-358."
"612","NF990020","Su W, Gutmann DH, Perry A, et al.  2003.  CD44-independent hepatocyte growth factor/c-Met autocrine loop promotes malignant peripheral nerve sheath tumor cell invasion in vitro.  Glia 45:297-306.
"
"613","NF990022","Bonneau F, D¿Angelo I, Welti S, et al.  2004.  Expression, purification and preliminary crystallographic characterization of a novel segment from the neurofibromatosis type 1 protein. Acta Crystallographica D60:2364-2367."
"614","NF990022","D'Angelo I, Welti S, Bonneau F, Scheffzek K. 2006. A novel bipartite phospholipid-binding module in the neurofibromatosis type 1 protein. 
EMBO Rep. 7(2):174-9."
"615","NF990024","Zou M, Butcher D, Sadikovic B, et al. 2004. Characterization of functional elements in the neurofibromatosis (NF1) proximal promoter region. Oncogene 23:330-339."
"616","NF990031","Stephens K.  2004.  Neurofibromatosis.  In Molecular Pathology in Clinical Practice.  Eds. Leonard DGB, Bagg A, Caliendo A, et al.  Spring-Verlag."
"617","NF990031","·Stephens K.  2003.  Genetics of neurofibromatosis 1 associated peripheral nerve sheath tumors.  Cancer Invest. 21;897-914"
"618","NF990031","Messiaen L, Riccardi V, Peltonen J, Maertens O, Callens T, Karvonen SL, Leisti EL, Koivunen J, Vandenbroucke I, Stephens K, Poyhonen M (2003): Independent NF1 mutations in two large families with spinal neurofibromatosis. J Med Genet 40:122-6."
"619","NF990031","Lopez-Correa C, Dorschner M, Brems H, Lazaro C, Clementi M, Upadhyaya M, Dooijes D, Moog U, Kehrer-Sawatzki H, Rutkowski JL, Fryns JP, Marynen P, Stephens K, Legius E (2001): Recombination hotspot in NF1 microdeletion patients. Hum Mol Genet 10:1387-92."
"620","NF990031","Cooper LN, Shannon KM, Loken MR, et al.  2000.  Evidence that juvenile myelomonocytic leukemia can arise from a pluripotential stem cell.  Blood 96:2310-2313."
"621","NF990031","Forbes SH, Dorschner MO, Le R, et al.  2004.  Genomic context of paralogous recombination hotspots mediating the recurrent NF1 region microdeletion.  Genes Chromosomes Cancer 41:12-25."
"622","NF990031","Jenne DE, Tinschert S, Dorschner MO, et al.  2003.  Complete physical map and gene content of the human NF1 tumor suppressor region in human and mouse.  Genes Chromosomes Cancer 37:111-120.

"
"623","NF990033","Scoles, D.R.,  Yong, W., Qin, Y., Wawrowsky, K. and Pulst, S.M. Schwannomin inhibits tumorigenesis through direct interaction with the eukaryotic initiation factor eIF3c.  Human Molecular Genetics 15:1059-1070; 2006."
"624","NF990033","Scoles, D.R., Qin, Y., Nguyen, V., Gutmann, D.H., and Pulst, S.M. HRS inhibits EGF receptor signaling in the RT4 rat schwannoma cell line.
Biochemical and Biophysical Research Communications. 335:385-392; 2005."
"625","NF990035","Mattingly RR, Milstein ML, Mirkin BL (2001): Down-regulation of growth factor-stimulated MAP kinase signaling in cytotoxic drug-resistant human neuroblastoma cells. Cell Signal 13:499-505."
"626","NF990035","Mattingly RR, Gibbs RA, Menard RE, Reiners JJ Jr (2002): Potent suppression of proliferation of a10 vascular smooth muscle cells by combined treatment with lovastatin and 3-allylfarnesol, an inhibitor of protein farnesyltransferase. J Pharmacol Exp Ther 303:74-81."
"627","NF990035","Mattingly R, Kranial J, Dillworth A, et al. 2006.  The mitogen-activated protein
kinase/extracellular signal-regulated kinase kinase inhibitor PD184352 (CI-1040)selectively induces apoptosis in malignant schwannoma cell lines. J Pharmacol Exp Ther 316(1):456-465."
"628","NF990038","Baser ME, L Kuramoto, H Joe, et al., 2004.  Genotype-phenotype correlations for nervous system tumors in neurofibromatosis 2: A population-based study.  Am. J. Hum. Genet. 75:231-240.

"
"629","NF990038","Castle B, ME Baser, SM Huson, et al., 2003.  Evaluation of genotype-phenotype correlations in neurofibromatosis type 1.  J. Med. Genet. 40(10):109e."
"630","NF990038","Mautner VF, ME Baser, SD Thakkar, et al., 2002.  Vestibular schwannoma growth in patients with neurofibromatosis type 2:  A longitudinal study.  J. Neurossurg. 96(2):223-8.

"
"631","NF990038","Palmer V, J Szudek, H Joe, et al., 2004.  Analysis of neurofibromatosis 1 (nf1) lesions by body segment.  Am. J. Med. Genet. 125A:157-161."
"632","NF990038","Szudek J, Joe H, Friedman JM (2002): Analysis of intrafamilial phenotypic variation in neurofibromatosis 1 (NF1). Genet. Epidemiol 23:150-164."
"633","NF990038","Baser ME, Kuramoto L, Woods R, et al. 2005. The location of constitutional neurofibromatosis 2 (NF2) splice site mutations is associated with the severity of NF2. J Med Genet. 42(7):540-6. Review."
"634","NF990038","Woods R, Friedman JM, Evans DG, Baser ME, Joe H (2002): Exploring the 'two-hit hypothesis' in NF2: Tests of two-hit and three-hit models of vestibular schwannoma development. Genet. Epidemiol.  24:265-272."
"635","NF990038","Baser ME, Kuramoto L, Joe H, Friedman JM, Wallace AJ, Ramsden RT, Evans DG (2003): Genotype-phenotype correlations for cataracts in neurofibromatosis 2. J. Medical Genetics.  40:758-60."
"636","NF990038","Baser ME, Friedman JM, Aeschliman D, Joe H, Wallace AJ, Ramsden RT, Evans DG (2002): Predictors of the risk of mortality in neurofibromatosis 2. Am. J. Hum. Genet. 71:715-723 71:715-723."
"637","NF990038","Baser ME, Friedman JM, Wallace AJ, Ramsden RT, Joe H, Evans DG. (2002): Evaluation of clinical diagnostic criteria for neurofibromatosis 2. Neurology 59:1759-1765."
"638","NF990038","Zhao Y, Kumar RA, Baser ME, Evans DG, Wallace A, Kluwe L, Mautner VF, Parry DM, Rouleau GA, Joe H, Friedman JM. (2002): Intrafamilial correlation of clinical manifestations in neurofibromatosis 2 (NF2).  Genet. Epidemiol. 23:245-259."
"639","NF990043","Mykkanen OM, Gronholm M, Ronty M, Lalowski M, Salmikangas P, Suila H, Carpen O (2001): Characterization of human palladin, a microfilament-associated protein. Mol Biol Cell 12:3060-73."
"640","NF990043","Mologni L, Salmikangas P, Fougerousse F, Beckmann JS, Carpen O (2001): Developmental expression of myotilin, a gene mutated in limb-girdle muscular dystrophy type 1A. Mech Dev 103:121-5."
"641","NF990043","Gronholm M, Vossebein L, Carlson CR, et al. 2003. Merlin links to the cAMP signaling pathway by anchoring the RI-beta subunit of protein kinase A. J Biol Chem 278: 41167-41172."
"642","NF990043","Alfthan K, Heinska M, Gronholm GH, et al. 2004. Cyclic AMP-dependent protein kinase phosphorylates merlin at serine 518 independently of p21-activated kinase and promotes merlin-ezrin heterodimerization. J Biol Chem 279:18559-18566."
"643","NF990043","Grönholm M, Teesalu T, Tyynelä J, et al. 2005. Characterization of the NF2 protein merlin and the ERM protein ezrin in human, rat, and mouse central nervous system. Mol Cell Neurosci 28(4):683-693."
"644","NF990044","Cutting LE, Cooper KL, Koth CW, Mostofsky SH, Kates WR, Denckla MB, Kaufmann WE (2002): Megalencephaly in NF1: predominantly white matter contribution and mitigation by ADHD. Neurology 59:1388-94."
"645","NF990044","Cutting LE, Huang GH, Zeger S, Koth CW, Thompson RE, Denckl MB (2002): Growth curve analyses of neuropsychological profiles in children with neurofibromatosis type 1: specific cognitive tests remain 'spared' and 'impaired' over time. J Int Neuropsychol Soc 8:838-46."
"646","NF990044","Kraut MA, Gerring JP, Cooper KL, et al.  2004.  Longitudinal evolution of T2-weighted hyperintensities in children with neurofibromatosis type 1.  Am J Med Genet 129:113-119."
"647","NF990047","Muir D, Neubauer D, Lim IT, Yachnis AT, Wallace MR (2001): The tumorigenic properties of neurofibromin-deficient Schwann cell lines subcultured from the human neurofibromas. American Journal of Pathology  158:501-513."
"648","NF990047","Fieber LA, Gonzalez DM, Wallace MR, Muir D (2003): Delayed rectifier K currents in NF1 Schwann cells. Pharmacological block inhibits proliferation. Neurobiology of Disease  13: 136-146."
