"","Proposal Number","Publication"
"153","PC001229","Yung C, Oner Y, Serfaty M, et.al.  2001.  Phased Array Coils for High Resolution Prostate MR Imaging.  IEEE EMBS, Istanbul, Turkey.
"
"154","PC001229","Susil R, Krieger J, Derbyshire A, et al.  2002.  A System for Guidance and Monitoring of Transrectal Prostate Biopsy in a 1.5 T Closed MR Scanner.  Published in Eur. Radiology vol: 12, page F3.
"
"155","PC001229","Susil R, Camphausen K, Choyke P, et al.  2004.   System for prostate brachytherapy and biopsy in a standard 1.5  T MRI scanner.  Mag Res Med, 52:683-7.
"
"156","PC001229","Menard C, Susil RC, Choyke P, et al.  2005.  An interventional MRI technique for the molecular characterization of intra-prostatic dynamic contrast enhancement.  Mol Imaging 4:63-6.

"
"157","PC001243","Ito A, Lai CH, Zhao X, Saito S, Hamilton MH, Appella E, Yao TP (2001): p300/CBP-mediated p53 acetylation is commonly induced by p53-activating agents and inhibited by MDM2. EMBO J 20:1331-40."
"158","PC001247","Lee LF Guan J Qiu Y Kung HJ (2001):  Neuropeptide-induced androgen independence in prostate cancer cells:  Roles of nonreceptor tyrosine kinases Etk/Bmx, Src, and focal adhesion kinase. Mol.  Cell.  Biol.  . 21:8385-8397."
"159","PC001263","Kim D-H, Hong YK, Egholm M and Strauss WM.  2001.  A non-disruptive PNA-FISH protocol for formalin-fixed and paraffin-embedded tissue sections.  BioTechniques 31(3):472, 475-6."
"160","PC001263","Hong YK, Ontiveros SD, Chen C and Strauss WM.  1999.  A new structure for the murine Xist gene and its relationship to chromosome choice/counting during X-chromosome inactivation. Proc Natl Acad Sci 96(12):6829-6834."
"161","PC001263","Memili E, Hong YK, Kim DH, et al.  2001.  Murine Xist RNA isoforms are different at their 3' ends: A role for differential polyadenylation.  Gene 266(1-2):131-7."
"162","PC001263","Hong YK, Ontiveros SD and Strauss WM.  2000.  A revision of the human XIST gene organization and structural comparison to mouse Xist.  Mammalian Genome 11:220-224."
"163","PC001263","Hong YK, Kim DH, Beletskii A, et al.  2001.  Development of two bacterial artificial chromosome shuttle vectors for a recombination-based cloning and regulated expression of large genes in mammalian cells.  Anal Biochem 291(1):142-148."
"164","PC001263","Ma, M and Strauss WM. 2005. Analysis of the Xist RNA isoforms suggests two distinctly different forms of regulation. Mamm. Genome. 16:391-404."
"165","PC001263","Beletskii A, Hong YK, Pehrson J, et al.  2001.  PNA interference mapping demonstrates functional domains in the noncoding RNA Xist.  Proc Natl Acad Sci 98(16):9215-20."
"166","PC001264","Yemelyanov A, Gasparian A, Lindholm P, et al.  2006.  Effects of IKK inhibitor PS1145 on NF-kappaB function, proliferation, apoptosis and invasion activity in prostate carcinoma cells.  Oncogene 25(3):387-398."
"167","PC001264","Gasparian AV YYLJYALLSTBI (2002): Selenium compounds inhibit IkB kinase and transcriptional factor NF-kB in prostate cells. Mol Cancer Ther 1:1079-1087."
"168","PC001264","Gasparian AV, Yao YJ, Kowalczyk D, Lyakh LA, Karseladze A, Slaga TJ, Budunova IV (2002): The role of IKK in constitutive activation of NF-kappaB transcription factor in prostate carcinoma cells. J Cell Sci 115:141-51."
"169","PC001272","Cogan PS, Fowler CR, Post GC, and Koch TH. 2003. Doxsaliform: A novel N-Mannich base prodrug of doxorubicin formaldehyde conjugate.  Lett. Drug Design Dis. 1:247-255."
"170","PC001272","Burkhart DJ, Barthel BL, Post G, et al.  2006.  Design, synthesis and preliminary evaluation of Doxazolidine carbamates as prodrugs activated by carboxylesterases.  J Med Chem 49:7002-7012."
"171","PC001272","Cogan PS, Fowler CR, Post GC, et al.  2004.  Doxsaliform:  A novel N-Mannich base prodrug of a doxorubicin formaldehyde conjugate.  Letters in Drug Design and Discovery 1(3):247-255 (Betham Science Publishers)."
"172","PC001272","Post GC, Barthel BL, Burkhart DJ, et al.  2005.  Doxazolidine, a proposed active metabolite of doxorubicin that cross-links DNA.  J Med Chem 48:7648-7657."
"173","PC001272","Burkhart DJ, BT Kalet, MP Coleman, et al., 2004.  Doxorubicin-formaldehyde conjugates targeting alpha-v beta-3 integrin.  Mol. Cancer Therap. 4:1593-1604."
"174","PC001272","Cogan PS, and TH Koch, 2004.  Studies of targeting and intracellular trafficking of an anti-androgen-doxorubicin-formaldehyde conjugate in PC-3 prostate cancer cells bearing androgen receptor-GFP chimera.  J. Med. Chem. 47:5690-5699."
"175","PC001272","Cogan PS and Koch TH. 2003. Rational design and synthesis of androgen receptor targeted non-steroidal anti-androgen ligands for the tumor specific delivery of a doxorubicin-formaldehyde conjugate.  J. Med. Chem. 46:5258-5270"
"176","PC001276","Louie MC Yang HQ Ma AH Xu W Zou JX Kung HJ Chen HW. (2003):  Androgen-induced recruitment of RNA polymerase II to a nuclear receptor-p160 coactivator complex.  Proc. Natl. Acad. Sci. USA 100:2226-30."
"177","PC001280","Mehrian-Shai R and Reichardt JKV.  2004.  A renaissance of biomedical genetics?  SNPs, Haplotypes, Function and Complex Diseases.  Mol Genet Metabol 83:47-50."
"178","PC001280","Foti DM and Reichardt JK. 2004. YY1 binding within the human HSD3B2 gene intron 1 is required for maximal basal promoter activity: Identification of YY1 as the 3betal-A factor. J Mol Endocrinol 33:99-119."
"179","PC001283","Lee YJ, Song JJ, Kim JH, et al.  2004.  Low extracellular pH augments TRAIL-induced apoptotic death through the mitochindria-mediated caspase signal transduction pathway. Exp. Cell Res. 293:129-143."
"180","PC001288","Zhao JJ, Berger R, et. al 2003. Human mammaryu epithelial cell transformation through the activation of phosphatidylinositol 3-kinase. Cancer Cell 3:348-495."
"181","PC001288","Wei W JWCWHWSJ (2003): Abolition of cyclin-dependent kinase inhibitor p16Ink4a and p21Cip1/Waf1 functions permits ras-induced anchorage independent growth in telomerase-immortalized human fibroblasts. Mol. Cell. Biol. 23:2859-2870.  "
"182","PC001296","Davies B, Chen J, Modugno F, et al.  2005.  Contribution of the prostate limits the usefulness of survivin for the detection of bladder cancer.  J Urol 174:1767-1770."
"183","PC001302","Ahonen TJ, Xie J, LeBaron MJ, Zhu J, Nurmi M, Alanen K, Rui H, Nevalainen MT (2003): Inhibition of transcription factor Stat5 induces cell death of human prostate cancer cells. J Biol Chem 278:27287-92."
"184","PC001302","Ahonen TJ, Harkonen PL, Rui H, Nevalainen MT (2002): PRL signal transduction in the epithelial compartment of rat prostate maintained as long-term organ cultures in vitro. Endocrinology 143:228-38."
"185","PC001302","Li H, TJ Ahonen, K Alanen, et al.  Activation of signal transducer and activator of transcription 5 in human prostate cancer is associated with high histological grade.  Cancer Res., 64:4774-82."
"186","PC001325","Weinstein MH SSLM (2002): Diagnostic utility of immunohistochemical staining for p63, a sensitive marker of prostatic basal cells. Mod. Pathol. 12:1302-1308."
"187","PC001325","Signoretti S DMLRARSIBRMMFLMPM (2002):  Oncogenic role of the ubiquitin ligase subunit Skp2 in human breast cancer. J. Clin. Invest. 110:633-641."
"188","PC001325","Lindeman N, Waltregny D, Signoretti S, Loda M (2002): Gene transcript quantitation by real-time rt-PCR in cells selected by immunohistochemistry-laser capture microdissection. Diagn Mol Pathol 11:187-92."
"189","PC001325","Garraway LA LDSSWDDJBNLM (2002): Intermediate basal cells of the prostate:  In vitro and in vivo characterization.  Prostate  15:206-218."
"190","PC001340","Nikrad M, Johnson T, Puthalalath H, et al.  2005.  The proteasome inhibitor bortezomib sensitizes cells to killing by death receptor ligand TRAIL via BH3-only proteins Bik and Bim.  Mol Cancer Ther 4:443-449."
"191","PC001340","Nesterov A, Lu X, Johnson M, et al.  2001.  Elevated Akt activity protects the prostate cancer cell line LNCaP from TRAIL-induced apoptosis.  J Biol Chem 276:10767-10774."
"192","PC001340","Nesterov A, M Nikrad, T Johnson, and AS Kraft.  Oncogenic Ras sensitizes normal human cells to tumor necrosis factor-alpha-related apoptosis-inducing ligand-induced apoptosis.  Cancer Research 64:3922-7."
"193","PC001340","Nesterov A Ivashchenko Y Kraft AS. (2002): Tumor necrosis factor-related apoptosis-inducing ligand (TRAIL) triggers apoptosis in normal prostate epithelial cells. Oncogene. 21:1135-1140."
"194","PC001340","Johnson TR Stone K Nikrad M Yeh T Zong WX Thompson CB Nesterov A Kraft AS (2003): The proteasome inhibitor PS-341 overcomes TRAIL resistance in bax and caspase 9 negative or bcl-xl overexpressing cells. Oncogene 22:4953-63."
"195","PC001347","Bupp K1, Sarangi A, Roth MJ.  2006.  Selection of feline leukemia virus envelope proteins from a library by functional association with a murine leukemia virus envelope. Virology 351(2):340-348."
"196","PC001347","Bupp K, Sarangi A, Roth MJ.  2005.  Probing sequence variation in the receptor-targeting domain of feline leukemia virus envelope proteins with peptide display libraries.  J Virol 79(3):1463-1469."
"197","PC001347","Bupp K and Roth MJ.  2003.  Targeting a retroviral vector in the absence of a known cell-targeting ligand.  Hum Gene Ther 14:1557-1564."
"198","PC001350","Zhao H1, Whitfield ML, Xu T,et al.  2004.  Diverse effects of methylseleninic acid on the transcriptional program of human prostate cancer cells.  Mol Biol Cell 15(2):506-519. "
"199","PC001350","Jones SB, DePrimo SE, Whitfield ML, et al.  2005. Resveratrol-induced gene expression profiles in human prostate cancer cells.  Cancer Epidemiol Biomarkers Prev 14(3):596-604."
"200","PC001354","Nguyen MM, Dincer Z, Wade JR, et al. 2009. Cytoplasmic localization of the androgen receptor is independent of calreticulin. Mol Cell Endocrinol 302(1):65-72."
"201","PC001354","Alur M, Nguyen MM, Eggener SE, et al. 2009. Suppressive roles of calreticulin in prostate cancer growth and metastasis. Am J Pathol 175(2):882-90."
"202","PC001364","Grzywacz MJ, Yang JM, Hait WN. 2004. Effect of the multidrug resistance protein on the transport of the antiandrogen flutamide. Cancer Res. 63(10):2492-2498."
"203","PC001366","Vijayakumar S, Garcia D, Hensel CH, et al.  2005. The human Y chromosome suppresses the tumorigenicity of PC-3, a human prostate cancer cell line, in athymic nude mice.  Genes Chromosomes Cancer. 44(4):365-372.

"
"204","PC001374","Devi GR, Oldenkamp JR, London CA, Iversen PL (2002): Inhibition of human chorionic gonadotropin beta-subunit modulates the mitogenic effect of c-myc in human prostate cancer cells. Prostate 53:200-10."
"205","PC001374","·London CA, Harmanjatinder SS, Arora V et al.  2003.  A novel antisense inhibitor of MMP-9 attenuates angiogenesis, human prostate cell invasion and tumorigenecity.  Cancer Gene Therapy 10:823-32.
"
"206","PC001374","Devi GR, Sprenger CC, Plymate SR, Rosenfeld RG (2002): Insulin-like growth factor binding protein-3 induces early apoptosis in malignant prostate cancer cells and inhibits tumor formation in vivo. Prostate 51:141-52."
"207","PC001374","Devi GR (2002): Prostate cancer: status of current treatments and emerging antisense- based therapies. Curr Opin Mol Ther 4:138-48."
"208","PC001374","Iversen PL, Arora V and Devi, GR.  2004.  Neutrally charged phosphorodiamidate morpholino antisense oligomers: uptake, efficiency and pharmacokinetics.  Curr Pharm Biotech 5:431-409.

"
"209","PC001375","Chiang GG, Abraham RT.  2004.  Determination of the catalytic activities of mTOR and other members of the phosphoinositide-3-kinase-related kinase family.  Methods Mol Biol 281:125-141."
"210","PC001375","Abraham RT.  2004.  mTOR as a positive regulator of tumor cell responses to hypoxia.  Curr Top Microbiol Immunol 279:299-319."
"211","PC001375","Hamad NM, Elconin JH, Karnoub AE, et al.  2002.  Distinct requirements for Ras oncogenesis in human versus mouse cells.  Genes Dev 16:2045-2057."
"212","PC001375","Hudson CC, Liu M, Chiang GG, et al.  2002.  Regulation of hypoxia-inducible factor 1alpha expression and function by the mammalian target of rapamycin.  Mol Cell Biol 22:7004-7014."
"213","PC001375","Abraham RT.  2002.  Identification of TOR signaling complexes: more TORC for the cell growth engine.  Cell 111:9-12. 

"
"214","PC001375","Edinger AL, CM Linardic, GG Chiang, et al.  Differential effects of rapamycin on mammalian target rapamycin signaling functions in mammalian cells.  Cancer Res., 63:8451-60.
"
"215","PC001384","Plowden KO.  2006.  To screen or not to screen: factors influencing the decision to participate in prostate cancer screening among urban African-American men.  Urol Nurs 26(6):477-482."
"216","PC001392","Ghilezan M, Yan D, Liang J, Jaffray D et al. 2004. Online image-guided intensity-modulated radiotherapy for prostate cancer: How much improvement can we expect? Int. J. Radiat. Oncol. Biol. Phys. 60(5):1602-1610."
"217","PC001392","Ghilezan MJ, Jaffray DA et al. 2005. Prostate gland motion assessed with cine-magnetic resonance imaging (cine-MRI). Int. J. Radiat. Oncol. Biol. Phys. 62(2):406-417."
"218","PC001403","Chang BL, Zheng SL, Isaacs SD, Turner A, Hawkins GA, Wiley KE, Bleecker ER, Walsh PC, Meyers DA, Isaacs WB, Xu J (2003): Polymorphisms in the CYP1B1 gene are associated with increased risk of prostate cancer. Br J Cancer 89:1524-9."
"219","PC001404","Wang L, Whitlatch LW, Flanagan JN, Holick MF, Chen TC (2003): Vitamin D autocrine system and prostate cancer. Recent Results Cancer Res 164:223-37."
"220","PC001404","Whitlatch LW, Young MV, Schwartz GG, Flanagan JN, Burnstein KL, Lokeshwar BL, Rich ES, Holick MF, Chen TC (2002): 25-Hydroxyvitamin D-1alpha-hydroxylase activity is diminished in human prostate cancer cells and is enhanced by gene transfer. J Steroid Bioc"
"221","PC001404","Chen TC, Holick MF, Lokeshwar BL, Burnstein KL, Schwartz GG. 2003. Evaluation of vitamin D analogs as therapeutic agents for prostate cancer. Recent Results Cancer Res. 164:273-287."
"222","PC001404","Wang L, Flanagan JN, Whitlatch LW, Jamieson DP, Holick MF, Chen TC. 2004. Regulation of 25-hydroxyvitamin D-1alpha-hydroxylase by epidermal growth factor in prostate cells. J. Steroid Biochem. Mol. Biol. 89-90:127-120."
"223","PC001404","Young MV, Schwartz GG, Wang L, Jamieson DP, Whitlatch LW, Flanagan JN, Lokeshwar BL, Holick MF, Chen TC. 2004. The prostate 25-hydroxyvitamin D-1alpha-hydroxylase is not influenced by parathyroid hormone and calcium: implication for prostate cancer chemoprevention by vitamin D. Carcinogenesis. 25(6):967-971."
"224","PC001404","Schwartz GG, Eads D, Rao A, Cramer SD, Willingham MC, Chen TC, Jamieson DP, Wang L, Burnstein KL, Holick MF, Koumenis C. 2004. Pancreatic cancer cells express 25-hydroxyvitamin D-1alpha-hydroxylase and their proliferation is inhibited by the prohormone 25-hydroxyvitamin D3. Carcinogenesis. 25(6):1015-1026."
"225","PC001404","Chen TC, Wang L, Whitlatch LW, Flanagan JN, Holick MF (2003): Prostatic 25-hydroxyvitamin D-1alpha-hydroxylase and its implication in prostate cancer. J Cell Biochem 88:315-22."
"226","PC001404","Chen TC and Holick MF. 2003. Vitamin D and prostate cancer prevention and treatment. Trends Endocrinol. Metab. 14(9):423-430."
"227","PC001411","Nie D, Che M, Grignon D, Tang K, Honn KV (2001): Role of eicosanoids in prostate cancer progression. Cancer Metastasis Rev 20:195-206."
"228","PC001411","Nie D, Honn KV (2002): Cyclooxygenase, lipoxygenase and tumor angiogenesis. Cell Mol Life Sci 59:799-807."
